"i","asc1","desc1","asc2","desc2","tran12","tran21","p"
51,0.0715252599891855,2.06887067374941,0.36489267181195,1.03727846026308,4.07286945479798,0.555180923364191,-147.799629603374
52,0.450129562717002,3.41155761072607,0.684473249158349,1.11832187522349,0.978089823917671,0.568251425258084,-148.368828603976
53,0.268058455010898,1.92793658454699,0.279781886382493,1.40740362845168,0.522768715915082,0.738215330669393,-149.565769262594
54,2.12242640986743,1.05024662691462,0.715978349656864,1.33339894916736,1.42271399854832,0.442664285366756,-149.847894219578
55,0.350333029927588,1.893199474967,0.296055646543791,1.29185455812413,0.490366729244842,0.604950450038085,-147.44927803703
56,2.02641485389944,2.35232425415807,0.768868457040625,0.863027941137135,1.12490496071298,0.565577016678711,-148.720538718766
57,1.03145616919595,2.92714329120769,0.96567901644819,0.886842473895355,3.14586646571872,0.764697965011587,-151.29691148524
58,0.790696388496831,2.59433515703562,1.03596606048261,0.304402494857115,2.98259431330471,0.238019968848955,-152.452512068792
59,0.62765335551098,2.05285449898383,0.929582182766139,0.526045864643641,3.14534656735701,0.351285272138892,-148.99419802434
60,0.830518133853358,1.84746769858947,0.410849911493552,0.715213313267639,0.496938985544639,0.389792914316758,-145.132586454099
61,0.859638223317182,1.63308802685056,0.464374393508549,0.918857406026886,0.657609967017647,0.43772262951014,-144.851861417675
62,0.855465891887041,0.081394461048247,0.437857096962678,0.773391895546427,0.223087150754009,0.475583442884102,-144.793435907898
63,0.243786072955561,1.27631423654946,0.527834762334125,1.00351789844699,0.764957311655312,0.818060000254528,-146.228530681951
64,0.415856010519512,0.882307822607522,0.164206181569876,1.15850418036147,0.128836080205736,0.679470024712967,-148.897432091725
65,0.378647839582998,0.345860930540679,1.07802713846626,1.08061905952763,0.550875244287301,0.516850807663415,-147.964142319427
66,0.835221611177883,0.628101682048006,0.731198211769761,1.01228883517706,2.82039812333319,0.597650055067359,-147.341950625358
67,1.9597931046713,3.36793898631311,0.418297786841177,0.373687930658428,1.92414713015986,0.559213576670228,-151.071354585151
68,0.171825157768638,3.01294253300459,1.02311578072094,0.709040474024718,0.31336963475067,0.348019155763697,-149.032875892869
69,1.07426522563468,3.33206109529733,0.596099967262568,0.773349825967476,0.923062423352267,0.523239072810613,-147.37875294759
70,0.774117332937014,3.44594897553478,0.601288004351263,1.04502246300788,1.04555195227814,0.586005528913938,-148.0393285824
71,0.482855015994567,0.325998416098219,0.329874326949874,0.967051819956639,1.59699855196557,0.683084119740482,-145.958591294004
72,0.0237083585351755,0.65653471093021,0.430750487051744,0.80478554257849,0.745788629726162,0.493196716637791,-143.435730016849
73,0.20873860736968,0.280111992356541,0.435601092726127,0.93874272974156,0.438732846950763,0.441096760147841,-143.657227335355
74,0.257019623712735,2.50843297584124,0.578540809703589,0.920044448400373,1.50344166302234,0.45862299954473,-146.068088707837
75,2.51888291271209,1.18061904662616,0.448998938558985,0.9049526479152,1.59934729651678,0.455172411711811,-147.83570343042
76,0.942694188019487,0.992634789468087,0.489687828935358,1.09669175936631,1.77963110071858,0.655067961375248,-146.432596974379
77,0.847884265058902,2.18227014373546,0.344458904660415,0.973001887964623,0.809263478398755,0.357747305817072,-146.288193037665
78,0.247227769204402,0.207029558921629,0.541286755179747,1.02811128938804,0.126957923777704,0.348197006462964,-144.088790806566
79,0.521918369725103,1.83848677182755,0.654902958182977,0.888207025488638,0.308403748645871,0.492219709255067,-144.945276501735
80,0.0300396428559142,0.414065329704025,0.542884842950401,1.18933551737883,1.22308628656409,0.785607653334578,-146.481553172033
81,0.0937803137008023,0.615906781827847,0.396723720955492,1.15274182631711,2.97574258432721,0.778295480762088,-146.675441513052
82,0.734426353917602,1.32188738183188,0.411662095623037,0.333199395787916,2.75329834430782,0.658185574412339,-149.027068414522
83,0.752065264162716,1.34385764037725,0.495710269375494,0.797008488907031,2.63648845243599,0.662005381593038,-145.981304975221
84,0.0207697728697343,1.0656178414429,0.506055198701869,0.791037370396539,3.79518050874701,0.437196824804383,-145.781759529742
