"i","asc1","desc1","asc2","desc2","tran12","tran21","p"
51,1.63538022008398,0.952239050086549,0.547442006960623,0.785940772714601,0.468472322016052,0.951861621543814,-245.104350571375
52,0.843161265189746,0.728702400988127,0.413603774995217,0.866579372700466,0.308518210847686,0.722900332518975,-245.584426522331
53,1.02075053550141,1.06440885912633,0.521025247929635,0.447868560250294,0.338554583558329,0.751933976560726,-243.763429370801
54,0.997420084751606,0.773694045209862,1.02847612194704,1.13938606254358,0.401229558153166,0.582735675369212,-246.255631120541
55,1.02396237133332,0.886003743134127,1.04212105263902,0.518750685417946,0.829206232782801,0.340869634167074,-245.13489192332
56,0.926310038495752,1.10606038575238,1.39360354863595,0.15596167217989,0.606818053393939,0.807034330197838,-249.440716400953
57,1.18746567187867,0.698947779877953,1.21809179818406,1.659567138978,0.466976061529153,0.816921050704833,-249.681271981382
58,1.1567237252072,1.10959992210426,0.40742379057555,0.188298268707384,0.454103835940048,0.240055636513346,-246.73838247354
59,0.48900586813055,1.60654164169594,0.725244878639278,0.167996561199308,0.725552356581706,0.143395229449797,-248.337220945795
60,0.694297311480689,1.20693473285435,0.846067742298089,0.996289903574031,0.83160441155063,0.170598317061972,-246.650047831836
61,0.601189346950995,1.14629297430515,0.862126435332571,0.777017998924571,1.12967450533001,0.159262765806348,-248.697082905532
62,0.815895624254566,1.50975059955166,0.539076067921786,0.809159575537675,0.449646473381137,0.333985053489177,-246.385704304588
63,0.955927682245867,1.40072030533187,0.632443221582293,0.793001980141705,0.88716224137013,0.249291344976214,-246.102681941817
64,0.897169170577531,1.42543787567744,0.872411177761571,0.546399648649324,0.722552877162865,0.72738113177014,-246.265395469843
65,1.06017782137247,1.52686404921808,0.865591779965524,0.600373180925332,0.673600849293453,0.387533571392017,-245.773952134078
66,0.307255437355149,1.50722505209523,1.03632479440721,0.453442017937999,0.573096508752207,0.429437852430386,-250.946714104309
67,0.997358707169535,0.853498954029233,0.366732547449736,0.53179607716718,0.302849953171671,0.661398495314907,-244.374327219731
68,1.10648575895424,1.54196836835869,1.0615574625158,1.08708985564518,0.642943143855608,0.250525812159622,-247.793422193534
69,1.164407385746,0.517187223004165,0.778700875634492,0.70863325095603,0.676738449694254,0.725570983189622,-246.534963928562
70,1.33407702862412,0.685743886407651,0.501154051282701,0.848433138725055,0.417139903336394,0.885904613621538,-244.497956444511
71,1.4385325072176,0.815051579654138,0.823049889558336,0.956664225145954,0.274653889204372,0.865372637302702,-245.187095244719
72,1.20866113540727,1.14562135257615,1.27029695896457,1.76563151115626,0.539499187661333,0.481568248805224,-250.679597683966
73,1.48177745505954,1.08822290953626,1.11748264868799,0.0540423165021353,0.763572903007804,0.0712482800612482,-249.641616947673
74,1.07752168233755,1.24272071985481,0.482494191544509,0.598352682123444,0.890554628841885,0.0646073563504357,-245.913071230358
75,0.714335488338361,1.57925061968437,0.772683681635591,0.885583605330695,0.520669299950977,0.074013617654636,-247.391826269484
76,0.543425301280313,1.12243706525336,0.487582497853531,0.22413150608809,1.1749986225037,0.0539440875071865,-250.461560748299
77,1.30521569502767,0.749168198649825,0.56959002295717,0.537127439404785,0.819555398937998,0.791998674416712,-246.124262871086
78,1.32359292225327,0.907726380124707,0.647260484627643,0.480584998860342,0.122214194429741,1.10714595917804,-247.514907226062
79,1.67281927791444,0.911366068288125,0.523533372003639,0.679215294241346,0.622234092657322,0.67366599048259,-245.777278328408
