sp,hosts
Lycaenidae_Chilades_lajus,0
Lycaenidae_Cupido_minimus,1
Lycaenidae_Tongeia_fischeri,0
Lycaenidae_Talicada_nyseus,0
Lycaenidae_Leptotes_marina,0
Lycaenidae_Leptotes_trigemmatus,1
Lycaenidae_Zizeeria_knysna,0
Lycaenidae_Pseudozizeeria_maha,0
Lycaenidae_Theclinesthes_albocincta,1
Lycaenidae_Theclinesthes_hesperia,1
Lycaenidae_Theclinesthes_miskini,1
Lycaenidae_Theclinesthes_onycha,1
Lycaenidae_Theclinesthes_sulpitius,1
Lycaenidae_Zizina_otis,0
Lycaenidae_Cacyreus_darius,1
Lycaenidae_Maculinea_nausithous,1
Lycaenidae_Maculinea_teleius,0
Lycaenidae_Phengaris_daitozana,0
Lycaenidae_Maculinea_arionides,0
Lycaenidae_Maculinea_arion,1
Lycaenidae_Maculinea_alcon,0
Lycaenidae_Maculinea_rebeli,1
Lycaenidae_Phengaris_atroguttata,1
Lycaenidae_Pseudophilotes_vicrama,1
Lycaenidae_Pseudophilotes_baton,0
Lycaenidae_Pseudophilotes_panoptes,1
Lycaenidae_Pseudophilotes_abencerragus,1
Lycaenidae_Pseudophilotes_bavius,1
Lycaenidae_Turanana_cytis,1
Lycaenidae_Turanana_endymion,1
Lycaenidae_Euphilotes_battoides,1
Lycaenidae_Euphilotes_rita,1
Lycaenidae_Euphilotes_enoptes,1
Lycaenidae_Philotiella_speciosa,1
Lycaenidae_Iolana_iolas,1
Lycaenidae_Shijimiaeoides_divina,1
Sinia_divina,1
Lycaenidae_Glaucopsyche_lygdamus,1
Lycaenidae_Glaucopsyche_lycormas,1
Lycaenidae_Glaucopsyche_alexis,1
Lycaenidae_Glaucopsyche_melanops,1
Lycaenidae_Glaucopsyche_piasus,1
Lycaenidae_Philotes_sonorensis,1
Lycaenidae_Scolitantides_orion,1
Lycaenidae_Lampides_boeticus,1
Lycaenidae_Cacyreus_marshalli,1
Lycaenidae_Phlyaria_cyara,1
Lycaenidae_Uranothauma_falkensteini,1
Lycaenidae_Actizera_lucida,0
Lycaenidae_Leptotes_pirithous,0
Lycaenidae_Udara_albocaerulea,1
Lycaenidae_Acytolepis_puspa,0
Lycaenidae_Celastrina_argiolus,0
Lycaenidae_Neopithecops_zalmora,0
Lycaenidae_Celastrina_oreas,0
Lycaenidae_Eicochrysops_hippocrates,1
Lycaenidae_Jamides_alecto,0
Lycaenidae_Zizeeria_karsandra,0
Lycaenidae_Catochrysops_panormus,1
Lycaenidae_Castalius_rosimon,1
Lycaenidae_Zintha_hintza,1
Lycaenidae_Caleta_elna,1
Lycaenidae_Psychonotis_caelius,1
Lycaenidae_Jamides_bochus,0
Lycaenidae_Euchrysops_cnejus,0
Lycaenidae_Lepidochrysops_dukei,1
Lycaenidae_Famegana_alsulus,1
Lycaenidae_Zizula_hylax,0
Lycaenidae_Oraidium_barberae,1
Lycaenidae_Erysichton_palmyra,1
Lycaenidae_Erysichton_lineata,1
Lycaenidae_Azanus_mirza,0
Lycaenidae_Arhopala_ganesa,1
Lycaenidae_Neolucia_mathewi,1
Lycaenidae_Neolucia_hobartensis,1
Lycaenidae_Neolucia_agricola,1
Lycaenidae_Pithecops_corvus,0
Lycaenidae_Pithecops_dionisius,1
Lycaenidae_Niphanda_fusca,0
Lycaenidae_Ussuriana_stygiana,1
Lycaenidae_Rapala_arata,0
Lycaenidae_Arhopala_alaconia,1
Lycaenidae_Arhopala_amphimuta,1
Lycaenidae_Arhopala_moolaiana,1
Lycaenidae_Arhopala_zylda,1
Lycaenidae_Arhopala_major,1
Lycaenidae_Arhopala_muta,1
Lycaenidae_Arhopala_antimuta,1
Lycaenidae_Arhopala_buddha,1
Lycaenidae_Arhopala_atosia,0
Lycaenidae_Arhopala_horsfieldi,1
Lycaenidae_Arhopala_pseudocentaurus,0
Lycaenidae_Arhopala_madytus,1
Lycaenidae_Arhopala_centaurus,0
Lycaenidae_Arhopala_japonica,1
Lycaenidae_Arhopala_abseus,0
Lycaenidae_Flos_anniella,1
Lycaenidae_Miletus_ancon,1
Lycaenidae_Taraka_hamada,1
Lycaenidae_Liphyra_brassolis,1
Lycaenidae_Baliochila_minima,1
Lycaenidae_Poritia_erycinoides,1
Lycaenidae_Zesius_chrysomallus,0
Lycaenidae_Hypochrysops_miskini,1
Lycaenidae_Ogyris_idmo,1
Lycaenidae_Lucia_limbaria,1
Lycaenidae_Candalides_geminus,1
Lycaenidae_Quercusia_quercus,1
Lycaenidae_Favonius_saphirinus,1
Lycaenidae_Favonius_ultramarinus,1
Lycaenidae_Favonius_cognatus,1
Lycaenidae_Favonius_korshunovi,1
Lycaenidae_Chrysozephyrus_ataxus,1
Lycaenidae_Favonius_jezoensis,1
Lycaenidae_Chrysozephyrus_smaragdinus,1
Lycaenidae_Antigius_butleri,1
Lycaenidae_Antigius_attilia,1
Lycaenidae_Araragi_enthea,0
Lycaenidae_Wagimo_signata,1
Lycaenidae_Japonica_lutea,1
Lycaenidae_Callophrys_ferrea,0
Lycaenidae_Japonica_saepestriata,1
Lycaenidae_Semanga_superba,1
Lycaenidae_Surendra_vivarna,1
Lycaenidae_Coreana_raphaelis,1
Lycaenidae_Ussuriana_michaelis,1
Lycaenidae_Artopoetes_pryeri,0
Lycaenidae_Thecla_betulae,0
Lycaenidae_Jalmenus_pseudictinus,1
Lycaenidae_Jalmenus_daemeli,1
Lycaenidae_Jalmenus_clementi,1
Lycaenidae_Jalmenus_evagoras,1
Lycaenidae_Jalmenus_ictinus,0
Lycaenidae_Jalmenus_eichhorni,1
Lycaenidae_Jalmenus_icilius,1
Lycaenidae_Jalmenus_lithochroa,1
Lycaenidae_Jalmenus_inous,1
Lycaenidae_Satyrium_prunoides,1
Lycaenidae_Satyrium_eximia,1
Lycaenidae_Satyrium_behrii,0
Lycaenidae_Satyrium_pruni,1
Lycaenidae_Rapala_caerulea,1
Lycaenidae_Pseudalmenus_chlorinda,1
Lycaenidae_Lycaena_dispar,1
Lycaenidae_Lycaena_phlaeas,0
Lycaenidae_Lycaena_tityrus,1
Lycaenidae_Lycaena_virgaureae,1
Lycaenidae_Lycaena_solskyi,1
Lycaenidae_Anthene_emolus,0
Lycaenidae_Deudorix_antalus,0
Lycaenidae_Deudorix_epijarbas,0
Lycaenidae_Curetis_bulis,1
Lycaenidae_Hypolycaena_erylus,0
Lycaenidae_Curetis_acuta,1
Riodinidae_Apodemia_mormo,1
Riodinidae_Emesis_mandana,0
Riodinidae_Hamearis_lucina,1
Pieridae_Delias_nais,1
Pieridae_Delias_descombesi,0
Pieridae_Delias_hyparete,0
Pieridae_Delias_pasithoe,0
Pieridae_Delias_baracasa,1
Pieridae_Delias_belisama,0
Pieridae_Delias_belladonna,0
Pieridae_Aporia_agathon,1
Pieridae_Aporia_crataegi,0
Pieridae_Eucheira_socialis,1
Pieridae_Neophasia_menapia,1
Pieridae_Mylothris_agathina,0
Pieridae_Mylothris_bernice,1
Pieridae_Cepora_perimale,1
Pieridae_Prioneris_philonome,1
Pieridae_Belenois_antsianaka,1
Pieridae_Cepora_nerissa,1
Pieridae_Appias_lyncida,0
Pieridae_Pontia_beckerii,0
Pieridae_Leptophobia_aripa,0
Pieridae_Pontia_occidentalis,0
Pieridae_Tatochila_autodice,0
Pieridae_Ascia_monuste,0
Pieridae_Ganyra_josephina,1
Ericaceae_Pieris_virginiensis,1
Ericaceae_Pieris_napi,0
Ericaceae_Pieris_melete,0
Ericaceae_Pieris_canidia,0
Ericaceae_Pieris_rapae,1
Ericaceae_Pieris_brassicae,0
Lycaenidae_Ogyris_amaryllis,1
Pieridae_Talbotia_naganum,0
Pieridae_Appias_sabina,0
Pieridae_Appias_nero,1
Pieridae_Appias_paulina,0
Pieridae_Appias_drusilla,0
Pieridae_Dixeia_charina,1
Pieridae_Leptosia_nina,0
Pieridae_Anthocharis_cardamines,1
Pieridae_Zegris_eupheme,1
Pieridae_Euchloe_ausonides,1
Pieridae_Euchloe_olympia,1
Pieridae_Pinacopteryx_eriphia,1
Pieridae_Ixias_pyrene,1
Pieridae_Eronia_cleodora,0
Pieridae_Colotis_hetaera,1
Pieridae_Nepheronia_thalassina,1
Pieridae_Pareronia_valeria,1
Pieridae_Leptosia_alcesta,1
Pieridae_Hebomoia_glaucippe,0
Pieridae_Colias_meadii,1
Pieridae_Colias_christina,1
Pieridae_Colias_hyale,1
Pieridae_Colias_hyperborea,1
Pieridae_Colias_philodice,1
Pieridae_Colias_eurytheme,0
Pieridae_Colias_hecla,0
Pieridae_Colias_croceus,1
Pieridae_Colias_erate,1
Pieridae_Colias_electo,0
Pieridae_Colias_pelidne,1
Pieridae_Colias_interior,1
Pieridae_Colias_behrii,0
Pieridae_Zerene_cesonia,1
Pieridae_Anteos_clorinde,1
Pieridae_Dercas_verhuelli,1
Pieridae_Catopsilia_pyranthe,0
Pieridae_Catopsilia_scylla,1
Pieridae_Catopsilia_pomona,1
Pieridae_Catopsilia_florella,0
Pieridae_Zerene_eurydice,1
Pieridae_Phoebis_sennae,0
Pieridae_Aphrissa_statira,0
Pieridae_Gonepteryx_rhamni,0
Pieridae_Gonepteryx_amintha,0
Pieridae_Gonepteryx_mahaguru,1
Pieridae_Gandaca_harina,1
Pieridae_Nathalis_iole,0
Pieridae_Kricogonia_lyside,1
Pieridae_Eurema_blanda,0
Pieridae_Eurema_hecabe,0
Pieridae_Eurema_brigitta,0
Pieridae_Eurema_mexicana,1
Pieridae_Eurema_floricola,1
Pieridae_Phoebis_philea,1
Pieridae_Dismorphia_amphiona,1
Pieridae_Pseudopieris_nehemia,1
Pieridae_Leptidea_morsei,1
Pieridae_Leptidea_sinapis,1
Pieridae_Pseudopontia_paradoxa,0
Papilionidae_Papilio_krishna,1
Papilionidae_Papilio_arcturus,1
Papilionidae_Papilio_paris,1
Papilionidae_Papilio_bianor,0
Papilionidae_Papilio_polyctor,1
Papilionidae_Papilio_dialis,1
Papilionidae_Papilio_palinurus,1
Papilionidae_Papilio_peranthus,1
Papilionidae_Papilio_anactus,1
Papilionidae_Papilio_polyxenes,0
Papilionidae_Papilio_zelicaon,0
Papilionidae_Papilio_machaon,0
Papilionidae_Papilio_indra,0
Papilionidae_Papilio_nephelus,1
Papilionidae_Papilio_polytes,1
Papilionidae_Papilio_protenor,0
Papilionidae_Papilio_macilentus,1
Papilionidae_Papilio_aegeus,1
Papilionidae_Papilio_memnon,0
Papilionidae_Papilio_helenus,1
Papilionidae_Papilio_fuscus,0
Papilionidae_Papilio_nobilis,1
Papilionidae_Papilio_demodocus,0
Papilionidae_Papilio_demoleus,0
Papilionidae_Papilio_dardanus,0
Papilionidae_Papilio_phorcas,1
Papilionidae_Papilio_constantinus,1
Papilionidae_Papilio_rex,1
Papilionidae_Papilio_lormieri,1
Papilionidae_Papilio_glaucus,0
Papilionidae_Papilio_troilus,0
Papilionidae_Papilio_rutulus,0
Papilionidae_Papilio_multicaudatus,0
Papilionidae_Papilio_scamander,0
Papilionidae_Papilio_laglaizei,1
Papilionidae_Papilio_palamedes,0
Papilionidae_Papilio_pilumnus,1
Papilionidae_Papilio_clytia,0
Papilionidae_Papilio_epycides,1
Papilionidae_Papilio_alexanor,1
Papilionidae_Papilio_torquatus,1
Papilionidae_Papilio_hectorides,0
Papilionidae_Papilio_anchisiades,1
Papilionidae_Papilio_astyalus,1
Papilionidae_Papilio_thoas,0
Papilionidae_Papilio_cresphontes,0
Papilionidae_Meandrusa_payeni,1
Papilionidae_Teinopalpus_imperialis,1
Papilionidae_Troides_helena,1
Papilionidae_Troides_amphrysus,1
Papilionidae_Pachliopta_hector,1
Papilionidae_Parides_anchises,1
Papilionidae_Parides_vertumnus,1
Papilionidae_Parides_sesostris,1
Papilionidae_Parides_zacynthus,1
Papilionidae_Parides_neophilus,0
Papilionidae_Parides_lysander,0
Papilionidae_Parides_panthonus,1
Papilionidae_Parides_eurimedes,1
Papilionidae_Parides_aeneas,1
Papilionidae_Parides_tros,1
Papilionidae_Parides_ascanius,1
Papilionidae_Parides_proneus,1
Papilionidae_Parides_agavus,1
Papilionidae_Euryades_corethrus,1
Papilionidae_Atrophaneura_laos,1
Papilionidae_Atrophaneura_alcinous,1
Papilionidae_Cressida_cressida,1
Papilionidae_Pharmacophagus_antenor,0
Papilionidae_Battus_polystictus,1
Papilionidae_Battus_belus,1
Papilionidae_Battus_crassus,1
Papilionidae_Battus_philenor,0
Papilionidae_Battus_polydamas,0
Graphium_aristeus,1
Graphium_antiphates,0
Graphium_ridleyanus,1
Graphium_leonidas,0
Graphium_eurypylus,0
Graphium_doson,0
Graphium_empedovana,1
Graphium_sarpedon,0
Graphium_cloanthus,0
Graphium_agamemnon,0
Graphium_nomius,0
Papilionidae_Eurytides_marcellus,1
Papilionidae_Lamproptera_curius,1
Papilionidae_Lamproptera_meges,1
Papilionidae_Iphiclides_podalirius,0
Papilionidae_Parnassius_glacialis,1
Papilionidae_Parnassius_stubbendorfii,1
Papilionidae_Parnassius_mnemosyne,1
Papilionidae_Parnassius_eversmanni,1
Papilionidae_Parnassius_clodius,1
Papilionidae_Parnassius_tenedius,1
Papilionidae_Parnassius_phoebus,1
Papilionidae_Parnassius_bremeri,1
Papilionidae_Parnassius_apollo,0
Papilionidae_Parnassius_nomion,1
Papilionidae_Hypermnestra_helios,1
Papilionidae_Zerynthia_polyxena,1
Papilionidae_Zerynthia_rumina,1
Papilionidae_Bhutanitis_lidderdalii,1
Papilionidae_Sericinus_montela,1
Papilionidae_Luehdorfia_chinensis,1
Papilionidae_Luehdorfia_longicaudata,1
Papilionidae_Luehdorfia_puziloi,1
Papilionidae_Luehdorfia_japonica,1
Papilionidae_Archon_apollinus,1
Papilionidae_Baronia_brevicornis,1
