"i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","lambda1","mu1","lambda2","mu2","p"
61,0.151185547026307,0.234400928856351,0.00322258955487806,0.00389046927099129,0.0444316502307689,0.000910513579870852,0.0641799319002768,0.0530681321964704,0.108503065745081,0.00123553550270935,0.0667496321738072,0.000598070056322305,-1114.3224220664
62,0.207140410039314,0.235982008497415,0.00210628034439721,0.00345118964848517,0.030686637559122,0.000605925215990466,0.0565411550529482,0.0549498513973902,0.120774704559499,0.00107013399351577,0.0637178753579541,4.29398338815111e-05,-1113.91205158489
63,0.195672425666932,0.213035906652887,0.00281152092571747,0.00365679117970817,0.0317422331058392,0.00044777458156661,0.0599019590318227,0.0588959150884694,0.117449902487839,5.66708316141459e-05,0.0754069354070091,0.000810445958899035,-1112.57693994904
64,0.197906714899513,0.229026357348947,0.00118152192433203,0.00126396020691515,0.0446591142019776,0.00064991092382277,0.0579693993925868,0.0685123697816494,0.108399775934849,0.00278058997447095,0.0695582672195187,0.00066196755127001,-1112.52468925783
65,0.186438217198327,0.231343978412292,0.00188672731330899,0.00300625331125671,0.0422676363300473,0.000618670278033966,0.055030021476358,0.0465027385321321,0.102112205617559,0.0023712727437968,0.0713979707742233,0.000188512132571696,-1111.98360061066
66,0.195113178781289,0.205450629333605,0.00227734247199351,0.00440478494041346,0.0441949619117151,0.0017831770137707,0.0535550695170501,0.0660907666154521,0.109735534574007,0.000475676866218748,0.0795714938649769,0.00216865851057077,-1114.4139882522
67,0.174571135595333,0.225198044332322,0.00549181706678164,0.00127090376108192,0.0331945812341874,1.01191882283568e-05,0.0589978094727799,0.0536146786185741,0.11375491167905,0.000730960596429584,0.0628295617259631,0.0027081774580052,-1111.97013099744
68,0.179221581567025,0.200387721792999,0.000628343450875565,0.00232556955490878,0.0368224707463189,0.000409111284196904,0.0429450879519059,0.0401441786103466,0.11265895361921,0.000292204577133141,0.0775825398011221,0.00444358304144886,-1114.57072576388
69,0.156275521232192,0.228166125824135,0.0102911031485889,0.00466097356155924,0.0399130108461858,0.000231745835629003,0.0441232557139998,0.0563832636300757,0.114545720803298,0.000540348152136465,0.0719834968279198,0.00397340897595133,-1115.83304508179
70,0.158279787277519,0.18942805902944,0.0115204639497259,0.00354725816925399,0.0325742311926476,0.000274719557620562,0.0524617410522868,0.048888986978291,0.107274546205115,0.000881132825728648,0.0749747201639169,0.00344369168838236,-1115.87583388687
71,0.181549342973391,0.261342483175565,0.00278801866218423,0.00304780460321011,0.0356591597861331,7.65703949731118e-05,0.0504903827323671,0.0543733558016805,0.105590251052908,0.00508105804951871,0.0692562331331134,0.00284609689585933,-1113.27431262189
72,0.1972836180969,0.212355606290768,0.00251348960121848,0.00136302763255617,0.0412591692285942,0.000252463090350031,0.0506340174206722,0.0647158076831639,0.119924546527428,0.0140467141657284,0.0808386540869809,0.000455759410039999,-1115.37614061826
73,0.163136268652579,0.207814776663961,0.00269086510311165,0.00107079456407734,0.0362701332560968,0.000844736082642316,0.0506082235654236,0.0570909734379937,0.108924937265886,0.00712200422919768,0.0750760423426866,0.000702998121739397,-1111.84569263721
74,0.162316464062382,0.224294007885804,0.00402866316350851,0.00224524632286355,0.0420401337478295,0.00205830400527273,0.0516242546401513,0.0559762209699922,0.11456048528349,0.00325305855870479,0.0791917293158326,0.000828245044463465,-1112.93581909388
75,0.21854739012932,0.235955583030266,0.00308619994932159,0.00205678939213878,0.0417789669946972,0.00209511294863799,0.0526092711349112,0.0474448123601335,0.10913758880572,0.00306784801897173,0.0829074614517075,0.000606141424742007,-1115.64389388514
76,0.198725740146974,0.208263053312978,0.0044092442749513,0.00215379549888571,0.034311207680617,0.00135412846560141,0.0481999301738682,0.0445481771912094,0.11858556345614,0.00146012402375563,0.0786542451594365,0.00143405573095714,-1114.13446248613
77,0.202663198406355,0.241290265258485,0.00397231288241979,0.00276454901022472,0.040378549962252,0.000943589997932058,0.0484936734061066,0.0439029604393564,0.106915284991784,0.00326480808198212,0.0804813446220349,0.00209638633206275,-1113.83883088355
78,0.21548387553801,0.193357344911098,0.00380385262067171,0.000174441727755064,0.0392552333257422,0.000217012855568039,0.0473921449851701,0.0672788312934866,0.0917142631153812,0.00646804272804639,0.0694196325034947,0.00286540214558039,-1121.99807495966
79,0.14070204327432,0.212724315388107,0.00374162035749483,0.0108794396203111,0.0339890750359138,0.000867234489936871,0.0518464441132936,0.0531592527620394,0.118091274225009,0.00745278607049382,0.0752804643759296,0.000519739676795749,-1118.88389979787
80,0.152580723639925,0.207510091231654,0.00415398109620649,0.00837103037642662,0.0346075071162053,0.00133836449112998,0.0526831584971956,0.0567215681396291,0.115456390286487,0.0018048711388243,0.0698363396279773,5.74953407416335e-05,-1114.31891319857
81,0.164234978596814,0.226062625184729,0.00730446390413086,0.0019652354583105,0.0329428518657016,0.000569694449609346,0.0547704333633159,0.05187849395926,0.106274155548445,0.00266873704381672,0.065846912138774,0.00118709884365454,-1112.75076976347
82,0.189757442377822,0.228836051751708,0.00304560540102608,0.00392386733107547,0.0409514731045748,0.00124767073328124,0.0492785627852324,0.0565958429784169,0.113105403225969,0.00155999938546246,0.0784093162686256,0.00136541382246856,-1111.57730925352
83,0.186314300597316,0.26229974504965,0.00398882227737479,0.00435075451013639,0.0386704591438449,0.00107075985311945,0.0487181708821748,0.0524667440709827,0.108426445582329,0.00179990190197053,0.0787234357490441,0.00212096799417954,-1113.18312571751
84,0.181236654529846,0.221408778562978,0.0055822859588618,0.00257946417792011,0.046538914129538,0.000245372415956284,0.0480572347651415,0.0566299476244241,0.124863410447987,0.000639224223174284,0.0728059210439656,0.000397467319545729,-1113.73038089609
85,0.178891938265956,0.223180380409703,0.00594677705058046,0.00275455937354765,0.0456539645583232,0.000257072976254394,0.0464900544125707,0.0530143838123584,0.106439289415295,0.000248398643539049,0.0755019521631906,0.00367365635073134,-1111.84551197336
86,0.177298911479586,0.23266884374634,0.00501382841255377,0.000147202557593544,0.0334137020199057,5.60767602130038e-05,0.0543007822205846,0.0553929759608991,0.112255207981656,0.000744397057185562,0.0716661442661021,0.0118832291772295,-1114.60075233993
87,0.180243835473949,0.234128155680046,0.001474660419391,0.00326014413631316,0.0318105987832615,0.000268992920869472,0.0563659394936418,0.0762873773672496,0.100602486407526,0.000683843115430123,0.0742417820426914,0.00229842071198783,-1114.96864213823
88,0.180882506821809,0.21181288300696,0.00117263363927692,0.000974075681374285,0.0457319409963652,0.00019825148517966,0.0552887511318765,0.0627492156734123,0.103156805631301,0.000137736382976899,0.074153461335,0.00208730192357457,-1110.92284521892
89,0.171107061281939,0.215144903091399,0.00406525678325674,0.00181019682746934,0.038998322956411,0.000385375973658437,0.0545919692017937,0.0605543412870233,0.122315770822057,0.00171191914339897,0.0622215566145382,0.00127915042608175,-1112.29702957265
90,0.18847247961379,0.231275120459931,0.00656603606560819,0.00390435658367379,0.0351787766259152,3.4452317250562e-05,0.0572291366374808,0.0574643669471516,0.0989511890758946,0.000622645652389213,0.060652596804521,0.00186042598966036,-1114.40577587099
91,0.177894594704829,0.243842553659653,0.00850352158841132,0.000216348785586765,0.0358361571645183,1.08847966677148e-05,0.0476737195538292,0.0506488682352721,0.108783782545014,0.00254778037846595,0.0679383599343407,0.00616599450123654,-1114.69298989118
92,0.167439685678017,0.232725214023515,0.00705980135668153,0.00251898777532681,0.0376636941666476,0.000277553864141017,0.047963872297114,0.0519747251072566,0.111444539589203,0.0054931188521802,0.0695345749294869,0.007053432027393,-1114.56731562618
93,0.185944860318169,0.24634348556162,0.00371877124019297,0.00137104811685173,0.0364313476707506,0.00194147149040084,0.050554412379556,0.0516907206382037,0.109932242413392,9.25464900458371e-05,0.0741763716495773,0.00676861151866204,-1113.15466716049
94,0.162050227169596,0.202327096662193,0.00259501499121319,0.00158980244014126,0.0271551029701041,0.00178183489350695,0.0698299157774815,0.0704172589239746,0.105231114279965,0.0012782700209803,0.0688805799718381,0.0010156286896117,-1119.20364316754
95,0.19157555923691,0.255031271451025,0.00236254665721869,0.000393245740540694,0.0389427037303639,0.000270234162074947,0.0560176329077558,0.0575440357474797,0.11650945369597,0.00653004699275683,0.0675695236397463,0.00400422027690843,-1114.01299917719
96,0.205981021787428,0.220411181023823,0.00285017236246438,0.00273243071675108,0.0330476356269705,0.000487962538214158,0.0526602323094688,0.0580783975205217,0.120252115841077,0.00271614229769672,0.078340376499934,0.00548161045652616,-1114.83032628679
97,0.185346175468894,0.236104269502452,0.00138426492450164,0.00301244510620038,0.0325443904536012,6.33634487095197e-05,0.0593253437730095,0.0596176173647135,0.120948789237947,0.00106242386125454,0.0684003863993435,0.00104130502083696,-1112.17870253036
98,0.17485430129902,0.214618137671853,0.00682624674609701,0.00346981969699711,0.0421201240214224,6.93352776555361e-05,0.0496498133012588,0.0413545726607825,0.108812131365482,0.00314632793292933,0.0727592787594771,0.00184913097701181,-1112.98700416682
99,0.169851247296617,0.228028257682073,0.00296820705007526,0.00487839541859538,0.0363493866920167,0.00269084539467842,0.043557936898724,0.0645711896437541,0.109733458671012,0.00168369546201761,0.0775059603976733,0.00224538479835505,-1116.30615527904
100,0.200430447576417,0.196078495290494,0.00212187312111347,0.00558796643520765,0.040396828508024,0.00260712145910423,0.0681172570047997,0.0636842469127991,0.107572685846447,0.000217110074932791,0.0649049940324622,0.00235629792046128,-1117.38865877063
51,0.139570330884037,0.207519264171684,0.00923012995192997,0.0107610608471793,0.0329919414725947,0.00172650774265872,0.0448269228538752,0.0575205220350639,0.108721045406427,0.00396715132313354,0.0817631127380943,0.000623483589479444,-1148.29889285425
52,0.198401709151215,0.246512683386055,0.00729289135972295,0.00931167497964899,0.0440269316981687,0.000965197029212459,0.0392603875922789,0.0537907726139058,0.0935070382213791,0.00118709707920421,0.0903493536596112,0.00145719887261615,-1149.3958606996
53,0.170896635471361,0.236651713634748,0.0100914302835074,0.00524300470117242,0.0414984349332244,0.000497664552771688,0.0446419894654863,0.0524373631418939,0.0921934320487239,0.00020407737929854,0.0859642115031564,0.003168351269651,-1146.59494378832
54,0.169933629690079,0.20215858240012,0.00089242806027135,0.0178508649246648,0.0419406867672808,0.000634779503838097,0.0543683505312553,0.0701640870249958,0.102875936523341,0.0100128414917941,0.0838389113137033,0.00609640920186284,-1153.6495632864
55,0.198406108728601,0.240850595316441,0.00629684085133498,0.0065944638624404,0.0368208053508077,0.000619173145267645,0.0502604767412235,0.0565958898259023,0.103544738772425,0.00992889279874509,0.0802822337109677,0.0093868154314933,-1150.42830941063
56,0.155865870548602,0.230687545303864,0.00463404332144522,0.0039772803566971,0.0399156690905651,0.000749256492686074,0.0500308597695326,0.0644049283862789,0.115026530600077,0.0102448849126166,0.0795063691340181,0.00593848787229936,-1148.76087554462
57,0.156679185630645,0.222445416477576,0.0049978943849406,0.00410839420067287,0.0389302263823819,0.00106581583589991,0.0541021455775005,0.0564410082329019,0.117269384534177,0.00550754316707229,0.0699299793100958,0.00548400070442374,-1147.08031454989
58,0.162728901393383,0.234092069570695,0.00570124975446282,0.00613111685855065,0.035930208607072,0.00326478922860068,0.0493940689051768,0.042981160449755,0.110274171638765,0.00206937825945918,0.0829096192201119,0.00261154096186075,-1148.69066386943
59,0.166981638173029,0.206712700193052,0.00551938040123965,0.0140983918738733,0.0406045838792659,0.00204043201680777,0.0498053450238915,0.0584970180356243,0.109207262560405,0.00574267916494401,0.0832827481283892,0.00577466280204277,-1148.92198430492
60,0.170668109620503,0.22600290933151,0.00586788848258822,0.00291281011972558,0.0422248952489949,0.00040541637137008,0.0504852499038227,0.0676216359585552,0.109717133792578,0.00484734285610088,0.0850022844477103,0.00469586851625802,-1147.03320703156
61,0.182867607946907,0.289185621518528,0.00509174121236845,0.00569811921273304,0.043403158133413,0.000864324730863957,0.0623786423930871,0.0789928233851186,0.110916340502002,0.00301025851871084,0.0853773046830532,0.00275243290473961,-1151.92975649433
62,0.175020438799307,0.1735926280003,0.00628959780442903,0.00518538724252721,0.0455397480942607,0.0012480941035356,0.0618414615546983,0.0609737892998104,0.108816875334885,0.00362440446623524,0.0636541792200646,0.00279113404792718,-1151.16031087561
63,0.169239807470762,0.275310448909409,0.00608207903336576,0.00321719070347012,0.0449946163735503,0.000722088685206939,0.0523097109528048,0.0605764185023627,0.119653554855263,0.00564460823823484,0.0676494599538787,0.000992403306211766,-1149.39545862824
64,0.16623757173825,0.188091209660337,0.00399439375211915,0.00180283369089618,0.0404383154161094,0.000347719757071334,0.0681015066816762,0.0618595796889643,0.119760868710443,0.00387585670145939,0.0718304755212236,0.000319815637703075,-1149.09545468582
65,0.157361467570658,0.245359385393253,0.00547949724491595,0.00318646936107585,0.0468960832865462,0.000157141095005265,0.050423400802347,0.0608740363897708,0.0945756633885877,0.00368735581216371,0.0903866598179232,0.000430440206792965,-1147.99495803668
66,0.137225443079022,0.236380195116955,0.00378804862614246,0.00349562350525278,0.0340546635067955,0.000301937270265425,0.0544636170500208,0.071676282029608,0.102331339386855,0.00231861525567388,0.0661863869186011,0.000718188499205789,-1148.06134274715
67,0.205875659587934,0.240835339756007,0.0052218332957285,0.00326725100772578,0.0465078740194401,0.000468003429776545,0.0614303972726607,0.0648293239624863,0.104403993902679,0.00485824533276604,0.0730806787472152,0.000933857809787199,-1147.66438175882
68,0.2027857905587,0.237330277279964,0.00317735854266776,0.00555243382191942,0.044707136002905,0.00014755720282308,0.0596404999871607,0.0690434402063986,0.116817498580026,0.00390414784974672,0.0848546623813414,0.00275427168392233,-1148.51269936716
69,0.135801230223637,0.206844570198012,0.00591417475440882,0.00656947659501432,0.0409178244691531,0.000735529691019088,0.0663809754500706,0.0632104369271827,0.111847201330105,0.00358186254892723,0.0528164900915351,0.00345272236174457,-1152.22306754845
70,0.135745324669993,0.214339184742375,0.0034990455027817,0.00539163805532996,0.0483953049637044,0.00086376078225809,0.0537562758233889,0.0628318857452078,0.107980280361943,0.00382540076160109,0.0991173137938507,0.00284734080784656,-1152.54580890798
71,0.182551157129698,0.259171690863392,0.0042003948773926,0.00682544926514536,0.0347555685724562,0.0029142478583347,0.050140247123267,0.0533156156646512,0.109475038318063,0.0023732012060871,0.0520138921793812,0.00357118748213384,-1154.75067035431
72,0.192668420129996,0.237980490125441,0.0114376996461482,0.0109396726702343,0.0328149331509722,0.00346154250202236,0.0548250522823166,0.058766051519875,0.104582846131077,0.00368317051619584,0.111784163327496,0.00407780567857823,-1159.76229945346
73,0.196859669550788,0.278467989287058,0.000548227458258063,0.011494034573277,0.0383552217604,0.00185175588786498,0.0555021884162599,0.059694256248299,0.104570966900355,0.00185060627091325,0.104083173521807,0.0129478073781027,-1158.70640462369
74,0.188761729988614,0.290103677343214,0.00253868400750411,0.00243045078438616,0.0383667211096109,0.00178418846031036,0.0513783757378901,0.0537444791737706,0.103870505954254,0.0016106447815634,0.085276107882264,0.00843568483509058,-1152.59240994815
75,0.183319366347636,0.202416576417859,0.00834731413000182,0.0108289478336531,0.0395882062816564,0.00155219131848425,0.0476565704357161,0.0557617341908293,0.108677527447556,0.0015605979275325,0.0674506670217411,0.00999814330507673,-1150.29217175321
76,0.178105509191365,0.20148626320046,0.00874769948983377,0.00933068259119043,0.0381547832524642,0.00196623545577501,0.0498509285889063,0.0485146507637223,0.0988717016646976,0.00123478862926451,0.0832515150303967,0.00415101618281632,-1147.49564676359
77,0.157023921351469,0.236840646186653,0.00577594545000321,0.006491823121023,0.0406194113972202,0.00144849655301695,0.0450974737935747,0.0587920229927926,0.112813735267097,0.00395340899926914,0.0738112316144153,0.00408632700362638,-1147.0117935488
78,0.145349663358911,0.207046298392336,0.00899316204229273,0.0054860732796665,0.0394238267458294,0.00119331518649607,0.0569816438309032,0.0635967385766013,0.110508966996737,0.000586073060761519,0.0693645664469997,0.00251722545035247,-1145.06099187946
79,0.132680609673997,0.23322964926869,0.00634156314775964,0.00391135267887977,0.0388608043193614,0.00123019215407811,0.0595430240593758,0.0629716741912,0.108859625856749,0.00225689929618154,0.0698448802401761,0.000986377730221792,-1145.86912062891
80,0.204626180915303,0.222126856767722,0.00744311733131808,0.00450612116553609,0.046982286827172,0.00282022168515664,0.0557192195270044,0.0537636218915701,0.11187101018984,0.00380456254859836,0.0786745196707889,0.00218203211657282,-1149.63829839215
81,0.177278813508284,0.242895755114201,0.00257835406142026,0.00587497334444334,0.0426307786370203,0.000626788681181178,0.0467133748884474,0.0542534642885574,0.102140203690593,0.000963203912168671,0.0859213633933548,0.000764298717918173,-1145.19317331063
82,0.17608905872695,0.198743053224267,0.0129929738826906,0.00686977569952365,0.0461802247037012,0.0019367541715888,0.0486214597430392,0.0504918730586921,0.105913622456807,0.00724107902123356,0.086698882913309,0.00191118374956973,-1151.10197753304
83,0.171952555547144,0.26915425799515,0.000541279969701395,0.0132435142076434,0.0312430410120369,0.00314324022708093,0.0426649182137474,0.046338846337376,0.104351508600251,0.0067093073546254,0.0641575669225731,0.00354617257903037,-1158.71933347201
84,0.182304161535935,0.227993541770613,0.0106488055401562,0.0139339845993085,0.0341976213231105,0.00557604972222504,0.0488397201570289,0.0604322881578448,0.107874668335566,0.00476315538390963,0.0649755063985107,0.000455364241545756,-1151.57075867898
85,0.161582269373964,0.187406928740781,0.00965553898730388,0.00411722054836463,0.04283566281232,0.0068145025130584,0.05475072446448,0.0563921488535208,0.118016849273989,0.00198982760271566,0.0696897421405151,0.0027788428880279,-1151.84379367337
86,0.160155367650804,0.235182022405052,0.0125292056654203,0.0013606293338973,0.0335471466469286,0.000174070497555858,0.0586465410701463,0.0594704410976825,0.117034437944661,0.00413849432299935,0.0703623980528591,0.00322925472775128,-1149.21470989694
87,0.172648278232724,0.228843319466528,0.00868854735988396,0.000849820518295248,0.0372027822213356,0.000194772519876218,0.0548673773032323,0.0598475438396132,0.116258298502919,0.00292230766289701,0.0766402290880527,0.00319983480024979,-1147.13630291507
88,0.158386639381788,0.219746295140128,0.00185251094197996,0.0167013934391003,0.047332536494152,0.00108224127109211,0.0509527660158175,0.0547287979859539,0.100240814825788,0.000417035646551479,0.0813583570989352,0.000188042214086299,-1147.93128036551
89,0.15833653738632,0.216852646791365,0.00461143032622575,0.0109142054683103,0.042321743951022,0.00138484740082587,0.0579634105250308,0.0697671076698271,0.112490673676641,0.00182937949055627,0.0809015893958191,0.000194056236421292,-1145.87910565669
90,0.150752794141561,0.202420764344359,0.00973293321946019,0.00768313012042167,0.0447066235196104,0.00199313147497184,0.0549982018545456,0.0676016657668922,0.110237989582717,0.00110337613897381,0.0759652314856318,0.00135501006953788,-1146.42127199887
91,0.151360900645372,0.21332936454115,0.00105224636437935,0.00535571939416847,0.0331260287952383,0.000212827896353544,0.0574887692261224,0.0675581901981723,0.10427283136129,0.000866614698721609,0.0721112342642635,0.00123814729958213,-1146.11868864277
92,0.183397537218924,0.1968969701415,0.00202093658343355,0.00706436268793255,0.0433538424823692,0.00112135494345171,0.0585036775203388,0.0681669962093959,0.107725660867547,0.00296937046146926,0.0709677748701905,0.00626951890905149,-1148.90853965461
93,0.150978776324789,0.19183681851882,0.00516129794919361,0.00466285352633355,0.0400072467691229,0.00169854502471723,0.0542965751171121,0.0724696324161259,0.111316417858207,0.00638823590630504,0.0908228176822125,0.00241204543097307,-1150.62466845707
94,0.188151213746725,0.230226195689489,0.0045414896297603,0.00293293209142969,0.0373158999214539,0.00140457294557758,0.0569592977584333,0.0604931288571403,0.116705534728504,0.00259775412127193,0.068301940820745,0.00294024272960328,-1146.45299962447
95,0.178688356967603,0.240292215050145,0.00488274526713191,0.00460121234692684,0.0303547532249098,0.00346280307746742,0.055312155884198,0.059448176631963,0.11892302859515,0.00122877558910772,0.0697139669807671,0.00435470262745709,-1149.74698264989
96,0.159762735046168,0.210288175990748,0.00577759186291203,0.00343408174928763,0.0356788122401037,0.00341488171877071,0.0601597418028758,0.0554819480957328,0.11585292603981,0.00358021421294662,0.0746143278136326,0.00183601908758519,-1147.82139432089
97,0.178426762639526,0.223673903619592,0.00486834773943747,0.00783394385490213,0.0383470231629585,0.00199576581257782,0.0525941303927163,0.0462711767494738,0.101385073403629,0.00237217194320609,0.0780322307527999,0.00223161247010064,-1146.68809543913
98,0.177759067234038,0.222728121768876,0.00872608717351439,0.00939795588828882,0.0422925925829506,0.00131819504289731,0.0390383408378946,0.0561784219503758,0.10890863428636,0.00267262363480583,0.0747070997914317,0.00129316129886977,-1147.20880326441
99,0.18163826308958,0.222863197146688,0.00314300362973241,0.00443400722418391,0.0452311784238399,0.000112239025579089,0.0590763568473667,0.0696030579758312,0.111537054935688,0.00157450715354239,0.0719139154669104,0.00220405690928575,-1144.99513049107
100,0.128783216987447,0.19673732699834,0.0042958517388437,0.00515166112222745,0.0382431974787354,0.00117795482971354,0.0508601006348358,0.0509555830762578,0.110067858603663,0.00168768695371685,0.0775764960992574,0.00227668692303325,-1147.3527682889
51,0.188069587362127,0.200281240124263,0.0141449822731669,0.0108481148276368,0.0321792617625903,6.07522516090093e-06,0.0460492143800308,0.0599194621386731,0.119149936719385,0.00573059403311108,0.0759271044120374,0.00135571098095431,-1165.06864783496
52,0.192992450562472,0.217387470071262,0.0119014725553414,0.00904884039434204,0.0488883884019466,0.000390389639617837,0.0487104362979441,0.0549687027872098,0.107838161788939,0.00552597742300814,0.0750070484877427,0.00202103227471685,-1162.26889874442
53,0.195858293691613,0.261373466089592,0.00461480572211745,0.00768909590099431,0.0297352715516577,0.00171520893824458,0.0531004785828304,0.0547221003283877,0.11543080110598,0.00208819899574287,0.071459596402914,0.00227844857366709,-1161.73836970779
54,0.242782648964668,0.240309418677437,0.0108405416762028,0.013094180360618,0.0310332391233071,0.000402717804367756,0.0561342127160405,0.0496262829282573,0.113569848803426,0.00426912883113629,0.0678699478467974,0.00413782724938551,-1167.60668910822
55,0.15378153328617,0.217181975190822,0.0154794772760835,0.00810962024297079,0.037411041262709,0.00186086509668148,0.0558630885962747,0.0427344377358825,0.1102030054789,0.00806096159076816,0.0543717897513022,0.000606313497438648,-1169.76144599925
56,0.168988865193916,0.219041520194555,0.0112622600374628,0.00437157820887066,0.031103095066455,0.00079944502448488,0.0424847366380474,0.044242902436616,0.112440007779875,0.000945990299987036,0.0617832262357049,0.00013622273497078,-1161.62012219677
57,0.195946793814784,0.228497221624695,0.00663335109680592,0.000789639725843549,0.0467597271785324,0.000386920171713252,0.0503150864994515,0.0623825252281151,0.110977404668166,0.00152329646020445,0.0640264148659577,0.000116282047334218,-1159.10668821138
58,0.204630203769312,0.232536434549493,0.0126221485342631,0.00458008608428873,0.0385658876581895,0.000638300459809721,0.054312223050221,0.059604116773453,0.095178229867043,0.00214249758698573,0.0832001323441387,0.00274633041022937,-1160.47869175726
59,0.205745839135312,0.187039432533925,0.00972956074289317,0.00499522082172138,0.0373620780510266,0.00193336826070461,0.0443471299342445,0.054251699723906,0.101555475148114,3.9867838524445e-05,0.0915873980517607,0.00327982239449936,-1163.42835466928
60,0.166777867876658,0.203073708150324,0.00927760277541835,0.00731842810375244,0.0425977633982643,0.000259525776788295,0.0486383303295162,0.0594429817896104,0.101069511748661,4.57302394856595e-05,0.0891692437519113,0.00454527981849087,-1161.33809672901
61,0.194588163524298,0.233446173995951,0.0035436820911261,0.00703133514036832,0.0296469415069603,0.0011525960510538,0.0383155331627875,0.0455761786482113,0.104645475947473,0.00108485605541126,0.0866205066219932,0.00390421599385962,-1164.25590120245
62,0.196960616344748,0.265440556172886,0.00690135387669988,0.00351732646547872,0.0346828233612233,0.00176038726230709,0.0480817704883844,0.0538568106436844,0.101423117337181,0.00428639999241933,0.0665796879704183,0.000435474281298572,-1160.18505299451
63,0.195808345435069,0.24298262725234,0.0069069747026282,0.00289262081350149,0.0434831515077455,0.00166231531260711,0.0540499285129657,0.0629123060843809,0.118306732027045,0.00367004001274694,0.0801816319405565,0.00136181660972358,-1160.08681731603
64,0.191321824534906,0.23845184870334,0.0158595401538132,0.00216368184779781,0.0387781266973733,0.00109324737698923,0.0560300678917444,0.0551375987784035,0.106274044985534,0.00564036096976164,0.0856298040783207,0.00278747098091736,-1162.44142177868
65,0.207202700829339,0.248192293894693,0.0146024937020238,0.00196399935882765,0.0327333451085507,0.00255192487444818,0.049032222104405,0.0547251201278271,0.111650082315517,0.0145942638821318,0.0660645464667819,0.00274760642197478,-1166.13763168729
66,0.180046324971377,0.249728197903543,0.0112254007981321,0.00063661322747186,0.0356367841640762,0.00104369662514435,0.0396645562130879,0.0535878830162726,0.114152311952835,0.0103085193689711,0.0771445138087696,0.00315248510136916,-1164.1002211316
67,0.187297872932676,0.192918406201516,0.00998416321580851,0.00231740656435653,0.0406939832520782,0.0006335180595159,0.062417159394675,0.0708753121462421,0.108603223285971,0.0221034693486435,0.0828662959249452,0.00310201809357252,-1169.39559888917
68,0.160234601110585,0.241597878573034,0.00987216079300663,0.000923175645707909,0.0483963329221724,0.000283749458658815,0.0489351752356508,0.0463736387091864,0.121091221328121,0.0197754522356203,0.0702182323991454,0.00374207846349332,-1169.05389332316
69,0.224223868546685,0.236680892325076,0.00922293753235561,0.00142760260399276,0.0291915744807169,0.00469537985129657,0.0375279582061013,0.045821220503049,0.10700727403335,0.00955476329483565,0.0778748560228309,0.00738199513167894,-1170.45820688398
