"i","asc1","desc1","asc2","desc2","tran12","tran21","p"
51,0.960237793068126,0.773932726812622,0.89555132301459,0.607954308173102,0.169574106601331,0.236719990529479,-49.8070935224191
52,0.947221266887817,0.821271847890359,0.231848880089037,2.46197339108096,0.0477596857203428,0.266383209088918,-50.215333740668
53,1.07380087474241,1.12583688616939,2.07051719626617,0.736512121363897,0.0572610721936472,0.823641726073994,-51.912709193914
54,0.48198692085866,0.521719862506761,1.91992087130019,0.971101973855758,0.0712172594260266,0.799085230783426,-50.8200987633367
55,0.341654455097925,0.812649225747975,1.85898420973568,0.705504217166905,0.342660235357777,0.756125582732275,-53.0499423478207
56,0.672369901956826,1.02961907045733,1.70833005415126,1.44439904525938,0.781642593636293,0.097716755485309,-54.5237329150545
57,0.857550884002433,0.783132006273665,2.11808113480709,0.509243238254226,0.292374667308417,0.526300083666351,-52.5118737487325
58,1.10921117893177,0.507845478427176,1.3323770812015,0.385515600477366,0.407320429465297,0.429441158000964,-52.5348853723739
59,0.843530010967921,1.43691002222117,1.48127008811974,1.84118783734528,0.269736659358159,0.35548176674797,-53.179402200729
60,0.0580478466568652,1.2958320690475,0.153257123323835,0.667044031463947,0.0973356692615574,0.539648882265533,-48.6516327503622
61,0.0333135791631435,1.19309011743367,0.0980704316280388,0.468509477345302,0.114402081328845,0.190067511958577,-49.2715914097034
62,0.100801281458816,0.915992333501766,0.109619452847445,1.06930018478604,0.281641630139335,1.39762225991369,-51.6861882310961
63,0.115268812313063,1.45864692852945,0.764612228488781,2.54969123038648,0.232243305288583,1.24123234236797,-53.2163423774874
64,0.00589848655000545,1.22244903060105,0.493464875264659,1.22660143359962,0.0360580326716848,0.812414136106916,-49.3845832514596
65,0.691938145671921,0.290115713378088,1.5942941158656,0.466250407025639,0.115524266298357,0.0228732358930736,-50.9768694384287
66,1.09010370360388,1.09055406120569,1.73132732175915,0.833333709628579,0.062785277702447,0.73879128331284,-51.2696107257548
67,0.339747382753153,1.22233875049592,2.18742739893728,1.19678270631839,0.213739508825768,0.628565705041739,-53.0205070047811
68,0.509622212666437,0.579046209115779,1.5849736198198,0.900711277870087,0.223227368761946,0.235962147769711,-50.5147209651985
69,0.568448900305889,0.758273777374813,2.10857595495682,1.41235079651428,0.145212017134658,0.0497038865982677,-50.6602031827731
70,0.786365329040643,0.848474555435437,0.905137004283065,1.09884882201073,0.270095136106879,0.0371843008870061,-49.6125006369626
71,0.825795983250875,0.859819973277835,0.534412763400399,0.770984451029772,0.0618282500868586,0.611682256028599,-48.5344425763897
72,1.65689000128984,0.5768803360403,0.678454440752817,0.705011858204623,0.413535441036396,0.42814652830847,-53.3867799164694
73,1.12748032087459,0.373039226617674,0.191693066281905,0.987367567775396,0.156597773742241,0.405360044781084,-50.5813267201505
74,0.421595380486091,0.675816995907174,0.182802452222869,1.38147556574896,0.0490284403963483,0.959424471365004,-49.3230718512069
75,0.921371768482272,0.743566975789585,0.107471717268549,0.596848679082328,0.0590018718909834,1.59937123650197,-51.1969130811019
76,0.253759411955533,1.35361847910824,0.746042106477157,2.87194667606502,0.0106898424071902,0.0118010280919884,-52.401065949381
77,0.433887013226334,1.15805263213607,0.176082755024656,1.8556186771726,0.297847974529355,0.0510132244756643,-49.90148262051
78,0.498477131059335,1.11761884944258,0.412017403241096,1.86021635352483,0.252025028718779,0.0718366232400908,-50.1613840594082
79,0.035246512581966,1.40505401066632,1.1182107765491,0.199494471924025,0.00233563852400949,0.865315203967396,-52.6247306120422
