"i","asc1","desc1","asc2","desc2","tran12","tran21","p"
51,0.784954899104094,0.405827287321153,0.861006165301683,1.52699921705031,0.610507008248053,0.901306227969757,-290.893745590214
52,1.01676965165289,1.43529429409243,0.782528914027279,1.3290910567166,0.53127457878377,0.346549848549479,-291.914468977843
53,2.08639851282,2.08925971512729,0.987860872119486,1.36606774116506,0.853590777094911,0.711438872450594,-295.98737928051
54,0.74831946637212,1.48114174480074,0.550922826864585,1.70710916474865,0.711180963225507,0.518315719748846,-292.794675511268
55,0.746334771308063,1.20325471730145,0.777692568192807,1.56186950691064,0.523341229867295,0.43333479689541,-290.90397686978
56,1.06735713720827,1.23111423784504,0.831791335664822,1.83384195692188,0.744142114495044,0.708174701461778,-291.747917244907
57,1.07966392053376,1.03282350978672,0.951924162962903,1.3518271587429,0.365354560140988,0.632926609518706,-289.837956383371
58,0.868615274971665,0.46203175038601,0.672700361272388,1.14704244643931,0.679056097725391,0.579674819436398,-288.949195613138
59,1.47734180614128,0.694519417613559,0.631517145245623,1.00790052187168,0.709227665294138,0.535464955618137,-289.725150180141
60,1.16100660927293,0.77299144339886,0.991186157635721,1.68649850089492,0.979290798794367,0.583672009530091,-290.548324786841
61,1.03662289327875,0.957926495565847,0.89073339008244,1.10761504490926,0.948766006674537,0.584301885607234,-289.84030116943
62,0.825898724474593,0.423448090342606,0.635828142695435,1.82746691645524,0.762863605184544,0.713635811139951,-291.009867622961
63,1.07766014054747,0.870662350870057,0.262824142204511,0.947080763458503,0.468488320083654,0.531155932248671,-295.008669848748
64,1.15970478898067,0.879307069482454,1.08435092542401,1.44534713280065,0.62868971090904,0.53869204291743,-289.717871439986
65,1.23914738160912,0.824833226218231,0.792297834379429,1.64039187297061,0.664688895271593,0.731802443429428,-289.733491170777
66,1.38425880108267,0.230916011694147,0.415727991633675,1.45619990150981,0.838978070399389,0.828539563977621,-292.815237803198
67,1.38756351567017,0.671464789831876,1.40846309949288,1.15665469012918,0.204402153368678,0.401698228765065,-294.287255946254
68,1.37721114223823,0.642672802793757,0.621399399568427,1.46908807981502,0.551979249241752,0.636690524833772,-288.968968117105
69,1.38392512946495,0.617052704734158,0.663792218764866,1.38837147186784,0.277994208551179,0.526413080179889,-289.645858863811
70,0.717436985994214,0.837421853545869,1.01156300819985,1.22369315830226,1.2953176471067,0.571986897619401,-291.495726244649
71,0.736526705293295,1.12522986670584,0.595681784025466,1.21973710133812,0.261720298016002,0.531604772028176,-291.323557640656
72,0.717816352247312,1.01186018499195,0.995601429920461,1.47751792952387,0.651918388897052,0.436828834652364,-290.575168071251
73,1.40057845020526,0.633236877590246,0.769646767719731,1.10716749010866,0.891576235104953,0.602220849593057,-289.401846518818
74,0.993251324267002,0.59427855260278,0.741063328166002,1.21427659272329,1.1239763532201,0.818565902540413,-290.335437504613
75,1.13736396681951,0.811940887365856,1.04929597830678,1.46105023205006,0.284075623770714,0.508255331168826,-290.456875524079
76,1.08789291819167,0.770123949987268,0.8594605101744,1.39958894261375,1.34661982193959,0.501808098905918,-290.939369766553
77,0.974502112862035,0.562707517016562,0.716097319220158,1.3812033872683,1.44748927355766,0.660637936597591,-291.01685933939
78,1.27089372063187,1.44853654297954,0.520046805970043,1.13602402072009,1.42318288250843,0.749409622710313,-294.031110764496
79,1.29696936664531,1.10668793907249,0.820218990628837,1.38216883070169,0.838989730432131,0.44164724721564,-290.228262030884
80,0.913169245570273,0.8917889933134,0.674678995763815,1.21139486086225,0.794268139530487,0.380481225258691,-290.167193133815
81,1.42173542780942,0.713862392355336,0.757969407423266,1.30047310514718,0.664052143417938,0.771193209965248,-289.276523666435
82,1.87065181103894,0.602631755086623,0.841585183890645,1.61469650229529,0.747463439071671,0.771006331364158,-291.261033148359
83,0.573468046377078,1.01843271220129,0.553294914281555,1.08437278622332,0.579065169845066,0.723539802493134,-291.588717253777
