"family","genus","species","binomial","type"
"Nymphalidae","Megisto","cymela","Megisto_cymela",1
"Nymphalidae","Palaeonympha","opalina","Palaeonympha_opalina",1
"Nymphalidae","Cyllopsis","gemma","Cyllopsis_gemma",1
"Nymphalidae","Cyllopsis","pertepida","Cyllopsis_pertepida",1
"Nymphalidae","Acraea","ranavalona","Acraea_ranavalona",1
"Nymphalidae","Lymanopoda","samius","Lymanopoda_samius",1
"Nymphalidae","Lasiommata","maera","Lasiommata_maera",1
"Nymphalidae","Praepedaliodes","phanias","Praepedaliodes_phanias",1
"Nymphalidae","Argyrophorus","argenteus","Argyrophorus_argenteus",1
"Nymphalidae","Oeneis","norna","Oeneis_norna",0
"Nymphalidae","Neominois","ridingsii","Neominois_ridingsii",1
"Nymphalidae","Oeneis","taygete","Oeneis_taygete",1
"Nymphalidae","Oeneis","chryxus","Oeneis_chryxus",0
"Nymphalidae","Oeneis","jutta","Oeneis_jutta",0
"Nymphalidae","Satyrus","ferula","Satyrus_ferula",1
"Nymphalidae","Satyrus","actaea","Satyrus_actaea",1
"Nymphalidae","Chazara","briseis","Chazara_briseis",1
"Nymphalidae","Arethusana","arethusa","Arethusana_arethusa",1
"Nymphalidae","Brintesia","circe","Brintesia_circe",0
"Nymphalidae","Hipparchia","semele","Hipparchia_semele",1
"Nymphalidae","Hipparchia","fagi","Hipparchia_fagi",1
"Nymphalidae","Hipparchia","fidia","Hipparchia_fidia",1
"Nymphalidae","Pseudotergumia","fidia","Pseudotergumia_fidia",1
"Nymphalidae","Hipparchia","statilinus","Hipparchia_statilinus",0
"Nymphalidae","Melanargia","lachesis","Melanargia_lachesis",1
"Nymphalidae","Melanargia","galathea","Melanargia_galathea",1
"Nymphalidae","Melanargia","russiae","Melanargia_russiae",1
"Nymphalidae","Melanargia","ines","Melanargia_ines",1
"Nymphalidae","Melanargia","halimede","Melanargia_halimede",1
"Nymphalidae","Melanargia","occitanica","Melanargia_occitanica",1
"Nymphalidae","Minois","dryas","Minois_dryas",1
"Nymphalidae","Cercyonis","oetus","Cercyonis_oetus",1
"Nymphalidae","Hyponephele","lycaon","Hyponephele_lycaon",1
"Nymphalidae","Erebia","tyndarus","Erebia_tyndarus",1
"Nymphalidae","Erebia","euryale","Erebia_euryale",1
"Nymphalidae","Erebia","ligea","Erebia_ligea",0
"Nymphalidae","Erebia","oeme","Erebia_oeme",0
"Nymphalidae","Erebia","palarica","Erebia_palarica",1
"Nymphalidae","Erebia","triaria","Erebia_triaria",1
"Nymphalidae","Erebia","pharte","Erebia_pharte",1
"Nymphalidae","Erebia","epiphron","Erebia_epiphron",1
"Nymphalidae","Erebia","meolans","Erebia_meolans",1
"Nymphalidae","Erebia","pandrose","Erebia_pandrose",1
"Nymphalidae","Erebia","pronoe","Erebia_pronoe",1
"Nymphalidae","Erebia","montana","Erebia_montana",1
"Nymphalidae","Erebia","medusa","Erebia_medusa",1
"Nymphalidae","Erebia","alberganus","Erebia_alberganus",1
"Nymphalidae","Maniola","jurtina","Maniola_jurtina",1
"Nymphalidae","Aphantopus","hyperantus","Aphantopus_hyperantus",0
"Nymphalidae","Pyronia","cecilia","Pyronia_cecilia",1
"Nymphalidae","Pyronia","bathseba","Pyronia_bathseba",1
"Nymphalidae","Pyronia","tithonus","Pyronia_tithonus",1
"Nymphalidae","Cercyonis","pegala","Cercyonis_pegala",1
"Nymphalidae","Cercyonis","meadii","Cercyonis_meadii",1
"Nymphalidae","Ypthima","baldus","Ypthima_baldus",1
"Nymphalidae","Pseudonympha","magus","Pseudonympha_magus",1
"Nymphalidae","Cassionympha","cassius","Cassionympha_cassius",0
"Nymphalidae","Stygionympha","vigilans","Stygionympha_vigilans",0
"Nymphalidae","Calisto","pulchella","Calisto_pulchella",1
"Nymphalidae","Geitoneura","acantha","Geitoneura_acantha",1
"Nymphalidae","Nesoxenica","leprea","Nesoxenica_leprea",1
"Nymphalidae","Heteronympha","merope","Heteronympha_merope",1
"Nymphalidae","Heteronympha","penelope","Heteronympha_penelope",1
"Nymphalidae","Paratisiphone","lyrnessa","Paratisiphone_lyrnessa",1
"Nymphalidae","Oreixenica","lathoniella","Oreixenica_lathoniella",1
"Nymphalidae","Tisiphone","helena","Tisiphone_helena",0
"Nymphalidae","Tisiphone","abeona","Tisiphone_abeona",1
"Nymphalidae","Hypocysta","adiante","Hypocysta_adiante",1
"Nymphalidae","Erebiola","butleri","Erebiola_butleri",1
"Nymphalidae","Dodonidia","helmsii","Dodonidia_helmsii",0
"Nymphalidae","Coenonympha","tullia","Coenonympha_tullia",0
"Nymphalidae","Coenonympha","pamphilus","Coenonympha_pamphilus",1
"Nymphalidae","Coenonympha","glycerion","Coenonympha_glycerion",1
"Nymphalidae","Coenonympha","arcania","Coenonympha_arcania",1
"Nymphalidae","Coenonympha","hero","Coenonympha_hero",0
"Nymphalidae","Coenonympha","dorus","Coenonympha_dorus",0
"Nymphalidae","Coenonympha","oedippus","Coenonympha_oedippus",0
"Nymphalidae","Manataria","hercyna","Manataria_hercyna",1
"Nymphalidae","Orsotriaena","medus","Orsotriaena_medus",1
"Nymphalidae","Coelites","euptychioides","Coelites_euptychioides",1
"Nymphalidae","Lethe","europa","Lethe_europa",1
"Nymphalidae","Erebia","aethiops","Erebia_aethiops",1
"Nymphalidae","Lethe","chandica","Lethe_chandica",1
"Nymphalidae","Erebia","niphonica","Erebia_niphonica",1
"Nymphalidae","Enodia","anthedon","Enodia_anthedon",1
"Nymphalidae","Enodia","portlandia","Enodia_portlandia",1
"Nymphalidae","Satyrodes","eurydice","Satyrodes_eurydice",1
"Nymphalidae","Lethe","minerva","Lethe_minerva",1
"Nymphalidae","Lethe","confusa","Lethe_confusa",1
"Nymphalidae","Aphysoneura","pigmentaria","Aphysoneura_pigmentaria",1
"Nymphalidae","Neope","bremeri","Neope_bremeri",1
"Nymphalidae","Pararge","aegeria","Pararge_aegeria",1
"Nymphalidae","Lasiommata","petropolitana","Lasiommata_petropolitana",1
"Nymphalidae","Lasiommata","megera","Lasiommata_megera",1
"Nymphalidae","Lopinga","achine","Lopinga_achine",0
"Nymphalidae","Mycalesis","sangaica","Mycalesis_sangaica",1
"Nymphalidae","Mycalesis","janardana","Mycalesis_janardana",1
"Nymphalidae","Henotesia","perspicua","Henotesia_perspicua",1
"Nymphalidae","Henotesia","simonsii","Henotesia_simonsii",0
"Nymphalidae","Bicyclus","iccius","Bicyclus_iccius",1
"Nymphalidae","Bicyclus","medontias","Bicyclus_medontias",1
"Nymphalidae","Bicyclus","dorothea","Bicyclus_dorothea",1
"Nymphalidae","Bicyclus","vulgaris","Bicyclus_vulgaris",1
"Nymphalidae","Bicyclus","dubia","Bicyclus_dubia",1
"Nymphalidae","Bicyclus","safitza","Bicyclus_safitza",1
"Nymphalidae","Bicyclus","anynana","Bicyclus_anynana",1
"Nymphalidae","Mycalesis","terminus","Mycalesis_terminus",1
"Nymphalidae","Mycalesis","visala","Mycalesis_visala",1
"Nymphalidae","Mycalesis","perseus","Mycalesis_perseus",1
"Nymphalidae","Mycalesis","mineus","Mycalesis_mineus",1
"Nymphalidae","Elymnias","bammakoo","Elymnias_bammakoo",1
"Nymphalidae","Mycalesis","francisca","Mycalesis_francisca",1
"Nymphalidae","Mycalesis","orseis","Mycalesis_orseis",1
"Nymphalidae","Lethe","diana","Lethe_diana",1
"Nymphalidae","Mycalesis","sirius","Mycalesis_sirius",1
"Nymphalidae","Melanitis","leda","Melanitis_leda",0
"Nymphalidae","Mycalesis","maianeas","Mycalesis_maianeas",1
"Nymphalidae","Mycalesis","anapita","Mycalesis_anapita",1
"Nymphalidae","Discophora","sondaica","Discophora_sondaica",1
"Nymphalidae","Dingana","dingana","Dingana_dingana",1
"Nymphalidae","Aeropetes","tulbaghia","Aeropetes_tulbaghia",1
"Nymphalidae","Torynesis","mintha","Torynesis_mintha",1
"Nymphalidae","Torynesis","hawequas","Torynesis_hawequas",1
"Nymphalidae","Dira","clytus","Dira_clytus",1
"Nymphalidae","Dira","oxylus","Dira_oxylus",1
"Nymphalidae","Dira","jansei","Dira_jansei",1
"Nymphalidae","Dira","swanepoeli","Dira_swanepoeli",1
"Nymphalidae","Paralethe","dendrophilus","Paralethe_dendrophilus",1
"Nymphalidae","Gnophodes","chelys","Gnophodes_chelys",1
"Nymphalidae","Amathusia","phidippus","Amathusia_phidippus",0
"Nymphalidae","Discophora","necho","Discophora_necho",1
"Nymphalidae","Thauria","aliris","Thauria_aliris",1
"Nymphalidae","Stichophthalma","howqua","Stichophthalma_howqua",0
"Nymphalidae","Elymnias","hypermnestra","Elymnias_hypermnestra",0
"Nymphalidae","Elymnias","nesaea","Elymnias_nesaea",1
"Nymphalidae","Elymnias","casiphone","Elymnias_casiphone",1
"Nymphalidae","Xanthotaenia","busiris","Xanthotaenia_busiris",1
"Nymphalidae","Opsiphanes","cassina","Opsiphanes_cassina",0
"Nymphalidae","Opsiphanes","quiteria","Opsiphanes_quiteria",1
"Nymphalidae","Dynastor","darius","Dynastor_darius",0
"Nymphalidae","Dasyophthalma","rusina","Dasyophthalma_rusina",0
"Nymphalidae","Caligo","idomeneus","Caligo_idomeneus",0
"Nymphalidae","Brassolis","sophorae","Brassolis_sophorae",0
"Nymphalidae","Morpho","peleides","Morpho_peleides",0
"Nymphalidae","Calinaga","buddha","Calinaga_buddha",1
"Nymphalidae","Charaxes","bernardus","Charaxes_bernardus",0
"Nymphalidae","Charaxes","marmax","Charaxes_marmax",1
"Nymphalidae","Charaxes","amycus","Charaxes_amycus",1
"Nymphalidae","Charaxes","affinis","Charaxes_affinis",1
"Nymphalidae","Charaxes","latona","Charaxes_latona",0
"Nymphalidae","Charaxes","antamboulou","Charaxes_antamboulou",1
"Nymphalidae","Charaxes","candiope","Charaxes_candiope",0
"Nymphalidae","Charaxes","tiridates","Charaxes_tiridates",0
"Nymphalidae","Charaxes","cithaeron","Charaxes_cithaeron",0
"Nymphalidae","Charaxes","nandina","Charaxes_nandina",0
"Nymphalidae","Charaxes","xiphares","Charaxes_xiphares",0
"Nymphalidae","Charaxes","smaragdalis","Charaxes_smaragdalis",1
"Nymphalidae","Charaxes","bohemani","Charaxes_bohemani",0
"Nymphalidae","Charaxes","bipunctatus","Charaxes_bipunctatus",0
"Nymphalidae","Charaxes","numenes","Charaxes_numenes",0
"Nymphalidae","Charaxes","ameliae","Charaxes_ameliae",1
"Nymphalidae","Charaxes","pythodoris","Charaxes_pythodoris",1
"Nymphalidae","Charaxes","lactetinctus","Charaxes_lactetinctus",0
"Nymphalidae","Charaxes","druceanus","Charaxes_druceanus",0
"Nymphalidae","Charaxes","eudoxus","Charaxes_eudoxus",0
"Nymphalidae","Charaxes","pollux","Charaxes_pollux",0
"Nymphalidae","Charaxes","ansorgei","Charaxes_ansorgei",1
"Nymphalidae","Charaxes","brutus","Charaxes_brutus",0
"Nymphalidae","Charaxes","lucretius","Charaxes_lucretius",0
"Nymphalidae","Charaxes","jasius","Charaxes_jasius",0
"Nymphalidae","Charaxes","castor","Charaxes_castor",0
"Nymphalidae","Charaxes","legeri","Charaxes_legeri",0
"Nymphalidae","Charaxes","fulvescens","Charaxes_fulvescens",1
"Nymphalidae","Charaxes","acuminatus","Charaxes_acuminatus",0
"Nymphalidae","Charaxes","varanes","Charaxes_varanes",0
"Nymphalidae","Charaxes","cynthia","Charaxes_cynthia",0
"Nymphalidae","Charaxes","lasti","Charaxes_lasti",1
"Nymphalidae","Charaxes","boueti","Charaxes_boueti",0
"Nymphalidae","Charaxes","protoclea","Charaxes_protoclea",0
"Nymphalidae","Charaxes","hadrianus","Charaxes_hadrianus",1
"Nymphalidae","Charaxes","zingha","Charaxes_zingha",1
"Nymphalidae","Charaxes","congdoni","Charaxes_congdoni",1
"Nymphalidae","Charaxes","marieps","Charaxes_marieps",1
"Nymphalidae","Charaxes","cacuthis","Charaxes_cacuthis",1
"Nymphalidae","Charaxes","kirki","Charaxes_kirki",1
"Nymphalidae","Charaxes","galawadiwosi","Charaxes_galawadiwosi",1
"Nymphalidae","Charaxes","plantroui","Charaxes_plantroui",1
"Nymphalidae","Charaxes","virilis","Charaxes_virilis",1
"Nymphalidae","Charaxes","howarthi","Charaxes_howarthi",1
"Nymphalidae","Charaxes","berkeleyi","Charaxes_berkeleyi",0
"Nymphalidae","Charaxes","ethalion","Charaxes_ethalion",0
"Nymphalidae","Charaxes","etheocles","Charaxes_etheocles",0
"Nymphalidae","Charaxes","mafuga","Charaxes_mafuga",1
"Nymphalidae","Charaxes","guderiana","Charaxes_guderiana",1
"Nymphalidae","Charaxes","blanda","Charaxes_blanda",1
"Nymphalidae","Charaxes","penricei","Charaxes_penricei",0
"Nymphalidae","Charaxes","etesipe","Charaxes_etesipe",0
"Nymphalidae","Charaxes","achaemenes","Charaxes_achaemenes",0
"Nymphalidae","Charaxes","jahlusa","Charaxes_jahlusa",0
"Nymphalidae","Charaxes","opinatus","Charaxes_opinatus",1
"Nymphalidae","Charaxes","baumanni","Charaxes_baumanni",1
"Nymphalidae","Charaxes","anticlea","Charaxes_anticlea",1
"Nymphalidae","Charaxes","eupale","Charaxes_eupale",0
"Nymphalidae","Charaxes","dilutus","Charaxes_dilutus",1
"Nymphalidae","Charaxes","montis","Charaxes_montis",1
"Nymphalidae","Charaxes","subornatus","Charaxes_subornatus",1
"Nymphalidae","Euxanthe","eurinome","Euxanthe_eurinome",0
"Nymphalidae","Euxanthe","crossleyi","Euxanthe_crossleyi",1
"Nymphalidae","Euxanthe","tiberius","Euxanthe_tiberius",1
"Nymphalidae","Euxanthe","trajanus","Euxanthe_trajanus",0
"Nymphalidae","Charaxes","nichetes","Charaxes_nichetes",1
"Nymphalidae","Polyura","athamas","Polyura_athamas",1
"Nymphalidae","Polyura","moori","Polyura_moori",1
"Nymphalidae","Polyura","schreiber","Polyura_schreiber",0
"Nymphalidae","Charaxes","paphianus","Charaxes_paphianus",1
"Nymphalidae","Charaxes","pleione","Charaxes_pleione",1
"Nymphalidae","Charaxes","zoolina","Charaxes_zoolina",1
"Nymphalidae","Charaxes","lycurgus","Charaxes_lycurgus",0
"Nymphalidae","Charaxes","solon","Charaxes_solon",1
"Nymphalidae","Polyura","narcaea","Polyura_narcaea",0
"Nymphalidae","Palla","violinitens","Palla_violinitens",0
"Nymphalidae","Palla","ussheri","Palla_ussheri",0
"Nymphalidae","Palla","decius","Palla_decius",0
"Nymphalidae","Fountainea","ryphea","Fountainea_ryphea",1
"Nymphalidae","Anaea","troglodyta","Anaea_troglodyta",1
"Nymphalidae","Consul","fabius","Consul_fabius",0
"Nymphalidae","Zaretis","itys","Zaretis_itys",0
"Nymphalidae","Siderone","galanthis","Siderone_galanthis",1
"Nymphalidae","Hypna","clytemnestra","Hypna_clytemnestra",1
"Nymphalidae","Agatasa","calydonia","Agatasa_calydonia",1
"Nymphalidae","Prothoe","franck","Prothoe_franck",1
"Nymphalidae","Anaea","andria","Anaea_andria",1
"Lycaenidae","Agrodiaetus","antidolus","Agrodiaetus_antidolus",1
"Lycaenidae","Agrodiaetus","hamadanensis","Agrodiaetus_hamadanensis",1
"Lycaenidae","Agrodiaetus","poseidon","Agrodiaetus_poseidon",1
"Lycaenidae","Agrodiaetus","firdussii","Agrodiaetus_firdussii",1
"Lycaenidae","Agrodiaetus","demavendi","Agrodiaetus_demavendi",1
"Lycaenidae","Agrodiaetus","ripartii","Agrodiaetus_ripartii",1
"Lycaenidae","Agrodiaetus","turcicus","Agrodiaetus_turcicus",1
"Lycaenidae","Agrodiaetus","dolus","Agrodiaetus_dolus",1
"Lycaenidae","Agrodiaetus","damon","Agrodiaetus_damon",1
"Lycaenidae","Polyommatus","icarus","Polyommatus_icarus",1
"Lycaenidae","Lysandra","syriaca","Lysandra_syriaca",1
NA,"Meleageria","daphnis","Meleageria_daphnis",1
NA,"Plebicula","dorylas","Plebicula_dorylas",1
"Lycaenidae","Lysandra","bellargus","Lysandra_bellargus",1
"Lycaenidae","Lysandra","coridon","Lysandra_coridon",1
"Lycaenidae","Aricia","eumedon","Aricia_eumedon",1
"Lycaenidae","Aricia","artaxerxes","Aricia_artaxerxes",0
"Lycaenidae","Aricia","agestis","Aricia_agestis",0
"Lycaenidae","Aricia","nicias","Aricia_nicias",1
"Lycaenidae","Lycaeides","melissa","Lycaeides_melissa",0
"Lycaenidae","Lycaeides","argyrognomon","Lycaeides_argyrognomon",1
"Lycaenidae","Plebejus","argus","Plebejus_argus",0
"Lycaenidae","Agriades","glandon","Agriades_glandon",0
"Lycaenidae","Cyaniris","semiargus","Cyaniris_semiargus",0
"Lycaenidae","Albulina","orbitulus","Albulina_orbitulus",1
"Lycaenidae","Plebejus","acmon","Plebejus_acmon",0
"Lycaenidae","Pseudolucia","collina","Pseudolucia_collina",1
"Lycaenidae","Hemiargus","hanno","Hemiargus_hanno",0
"Lycaenidae","Hemiargus","ceraunus","Hemiargus_ceraunus",1
"Lycaenidae","Cyclargus","ammon","Cyclargus_ammon",1
"Lycaenidae","Chilades","trochylus","Chilades_trochylus",1
"Lycaenidae","Chilades","pandava","Chilades_pandava",0
"Lycaenidae","Chilades","lajus","Chilades_lajus",0
"Lycaenidae","Cupido","minimus","Cupido_minimus",1
"Lycaenidae","Tongeia","fischeri","Tongeia_fischeri",0
"Lycaenidae","Talicada","nyseus","Talicada_nyseus",0
"Lycaenidae","Leptotes","marina","Leptotes_marina",0
"Lycaenidae","Leptotes","trigemmatus","Leptotes_trigemmatus",1
"Lycaenidae","Zizeeria","knysna","Zizeeria_knysna",0
"Lycaenidae","Pseudozizeeria","maha","Pseudozizeeria_maha",0
"Lycaenidae","Theclinesthes","albocincta","Theclinesthes_albocincta",1
"Lycaenidae","Theclinesthes","hesperia","Theclinesthes_hesperia",1
"Lycaenidae","Theclinesthes","miskini","Theclinesthes_miskini",1
"Lycaenidae","Theclinesthes","onycha","Theclinesthes_onycha",1
"Lycaenidae","Theclinesthes","sulpitius","Theclinesthes_sulpitius",1
"Lycaenidae","Zizina","otis","Zizina_otis",0
"Lycaenidae","Cacyreus","darius","Cacyreus_darius",1
"Lycaenidae","Maculinea","nausithous","Maculinea_nausithous",1
"Lycaenidae","Maculinea","teleius","Maculinea_teleius",0
"Lycaenidae","Phengaris","daitozana","Phengaris_daitozana",0
"Lycaenidae","Maculinea","arionides","Maculinea_arionides",0
"Lycaenidae","Maculinea","arion","Maculinea_arion",1
"Lycaenidae","Maculinea","alcon","Maculinea_alcon",0
"Lycaenidae","Maculinea","rebeli","Maculinea_rebeli",1
"Lycaenidae","Phengaris","atroguttata","Phengaris_atroguttata",1
"Lycaenidae","Pseudophilotes","vicrama","Pseudophilotes_vicrama",1
"Lycaenidae","Pseudophilotes","baton","Pseudophilotes_baton",0
"Lycaenidae","Pseudophilotes","panoptes","Pseudophilotes_panoptes",1
"Lycaenidae","Pseudophilotes","abencerragus","Pseudophilotes_abencerragus",1
"Lycaenidae","Pseudophilotes","bavius","Pseudophilotes_bavius",1
"Lycaenidae","Turanana","cytis","Turanana_cytis",1
"Lycaenidae","Turanana","endymion","Turanana_endymion",1
"Lycaenidae","Euphilotes","battoides","Euphilotes_battoides",1
"Lycaenidae","Euphilotes","rita","Euphilotes_rita",1
"Lycaenidae","Euphilotes","enoptes","Euphilotes_enoptes",1
"Lycaenidae","Philotiella","speciosa","Philotiella_speciosa",1
"Lycaenidae","Iolana","iolas","Iolana_iolas",1
"Lycaenidae","Shijimiaeoides","divina","Shijimiaeoides_divina",1
NA,"Sinia","divina","Sinia_divina",1
"Lycaenidae","Glaucopsyche","lygdamus","Glaucopsyche_lygdamus",1
"Lycaenidae","Glaucopsyche","lycormas","Glaucopsyche_lycormas",1
"Lycaenidae","Glaucopsyche","alexis","Glaucopsyche_alexis",1
"Lycaenidae","Glaucopsyche","melanops","Glaucopsyche_melanops",1
"Lycaenidae","Glaucopsyche","piasus","Glaucopsyche_piasus",1
"Lycaenidae","Philotes","sonorensis","Philotes_sonorensis",1
"Lycaenidae","Scolitantides","orion","Scolitantides_orion",1
"Lycaenidae","Lampides","boeticus","Lampides_boeticus",1
"Lycaenidae","Cacyreus","marshalli","Cacyreus_marshalli",1
"Lycaenidae","Phlyaria","cyara","Phlyaria_cyara",1
"Lycaenidae","Uranothauma","falkensteini","Uranothauma_falkensteini",1
"Lycaenidae","Actizera","lucida","Actizera_lucida",0
"Lycaenidae","Leptotes","pirithous","Leptotes_pirithous",0
"Lycaenidae","Udara","albocaerulea","Udara_albocaerulea",1
"Lycaenidae","Acytolepis","puspa","Acytolepis_puspa",0
"Lycaenidae","Celastrina","argiolus","Celastrina_argiolus",0
"Lycaenidae","Neopithecops","zalmora","Neopithecops_zalmora",0
"Lycaenidae","Celastrina","oreas","Celastrina_oreas",0
"Lycaenidae","Eicochrysops","hippocrates","Eicochrysops_hippocrates",1
"Lycaenidae","Jamides","alecto","Jamides_alecto",0
"Lycaenidae","Zizeeria","karsandra","Zizeeria_karsandra",0
"Lycaenidae","Catochrysops","panormus","Catochrysops_panormus",1
"Lycaenidae","Castalius","rosimon","Castalius_rosimon",1
"Lycaenidae","Zintha","hintza","Zintha_hintza",1
"Lycaenidae","Caleta","elna","Caleta_elna",1
"Lycaenidae","Psychonotis","caelius","Psychonotis_caelius",1
"Lycaenidae","Jamides","bochus","Jamides_bochus",0
"Lycaenidae","Euchrysops","cnejus","Euchrysops_cnejus",0
"Lycaenidae","Lepidochrysops","dukei","Lepidochrysops_dukei",1
"Lycaenidae","Famegana","alsulus","Famegana_alsulus",1
"Lycaenidae","Zizula","hylax","Zizula_hylax",0
"Lycaenidae","Oraidium","barberae","Oraidium_barberae",1
"Lycaenidae","Erysichton","palmyra","Erysichton_palmyra",1
"Lycaenidae","Erysichton","lineata","Erysichton_lineata",1
"Lycaenidae","Azanus","mirza","Azanus_mirza",0
"Lycaenidae","Arhopala","ganesa","Arhopala_ganesa",1
"Lycaenidae","Neolucia","mathewi","Neolucia_mathewi",1
"Lycaenidae","Neolucia","hobartensis","Neolucia_hobartensis",1
"Lycaenidae","Neolucia","agricola","Neolucia_agricola",1
"Lycaenidae","Pithecops","corvus","Pithecops_corvus",0
"Lycaenidae","Pithecops","dionisius","Pithecops_dionisius",1
"Lycaenidae","Niphanda","fusca","Niphanda_fusca",0
"Lycaenidae","Ussuriana","stygiana","Ussuriana_stygiana",1
"Lycaenidae","Rapala","arata","Rapala_arata",0
"Lycaenidae","Arhopala","alaconia","Arhopala_alaconia",1
"Lycaenidae","Arhopala","amphimuta","Arhopala_amphimuta",1
"Lycaenidae","Arhopala","moolaiana","Arhopala_moolaiana",1
"Lycaenidae","Arhopala","zylda","Arhopala_zylda",1
"Lycaenidae","Arhopala","major","Arhopala_major",1
"Lycaenidae","Arhopala","muta","Arhopala_muta",1
"Lycaenidae","Arhopala","antimuta","Arhopala_antimuta",1
"Lycaenidae","Arhopala","buddha","Arhopala_buddha",1
"Lycaenidae","Arhopala","atosia","Arhopala_atosia",0
"Lycaenidae","Arhopala","horsfieldi","Arhopala_horsfieldi",1
"Lycaenidae","Arhopala","pseudocentaurus","Arhopala_pseudocentaurus",0
"Lycaenidae","Arhopala","madytus","Arhopala_madytus",1
"Lycaenidae","Arhopala","centaurus","Arhopala_centaurus",0
"Lycaenidae","Arhopala","japonica","Arhopala_japonica",1
"Lycaenidae","Arhopala","abseus","Arhopala_abseus",0
"Lycaenidae","Flos","anniella","Flos_anniella",1
"Lycaenidae","Miletus","ancon","Miletus_ancon",1
"Lycaenidae","Taraka","hamada","Taraka_hamada",1
"Lycaenidae","Liphyra","brassolis","Liphyra_brassolis",1
"Lycaenidae","Baliochila","minima","Baliochila_minima",1
"Lycaenidae","Poritia","erycinoides","Poritia_erycinoides",1
"Lycaenidae","Zesius","chrysomallus","Zesius_chrysomallus",0
"Lycaenidae","Hypochrysops","miskini","Hypochrysops_miskini",1
"Lycaenidae","Ogyris","idmo","Ogyris_idmo",1
"Lycaenidae","Lucia","limbaria","Lucia_limbaria",1
"Lycaenidae","Candalides","geminus","Candalides_geminus",1
"Lycaenidae","Quercusia","quercus","Quercusia_quercus",1
"Lycaenidae","Favonius","saphirinus","Favonius_saphirinus",1
"Lycaenidae","Favonius","ultramarinus","Favonius_ultramarinus",1
"Lycaenidae","Favonius","cognatus","Favonius_cognatus",1
"Lycaenidae","Favonius","korshunovi","Favonius_korshunovi",1
"Lycaenidae","Chrysozephyrus","ataxus","Chrysozephyrus_ataxus",1
"Lycaenidae","Favonius","jezoensis","Favonius_jezoensis",1
"Lycaenidae","Chrysozephyrus","smaragdinus","Chrysozephyrus_smaragdinus",1
"Lycaenidae","Antigius","butleri","Antigius_butleri",1
"Lycaenidae","Antigius","attilia","Antigius_attilia",1
"Lycaenidae","Araragi","enthea","Araragi_enthea",0
"Lycaenidae","Wagimo","signata","Wagimo_signata",1
"Lycaenidae","Japonica","lutea","Japonica_lutea",1
"Lycaenidae","Callophrys","ferrea","Callophrys_ferrea",0
"Lycaenidae","Japonica","saepestriata","Japonica_saepestriata",1
"Lycaenidae","Semanga","superba","Semanga_superba",1
"Lycaenidae","Surendra","vivarna","Surendra_vivarna",1
"Lycaenidae","Coreana","raphaelis","Coreana_raphaelis",1
"Lycaenidae","Ussuriana","michaelis","Ussuriana_michaelis",1
"Lycaenidae","Artopoetes","pryeri","Artopoetes_pryeri",0
"Lycaenidae","Thecla","betulae","Thecla_betulae",0
"Lycaenidae","Jalmenus","pseudictinus","Jalmenus_pseudictinus",1
"Lycaenidae","Jalmenus","daemeli","Jalmenus_daemeli",1
"Lycaenidae","Jalmenus","clementi","Jalmenus_clementi",1
"Lycaenidae","Jalmenus","evagoras","Jalmenus_evagoras",1
"Lycaenidae","Jalmenus","ictinus","Jalmenus_ictinus",0
"Lycaenidae","Jalmenus","eichhorni","Jalmenus_eichhorni",1
"Lycaenidae","Jalmenus","icilius","Jalmenus_icilius",1
"Lycaenidae","Jalmenus","lithochroa","Jalmenus_lithochroa",1
"Lycaenidae","Jalmenus","inous","Jalmenus_inous",1
"Lycaenidae","Satyrium","prunoides","Satyrium_prunoides",1
"Lycaenidae","Satyrium","eximia","Satyrium_eximia",1
"Lycaenidae","Satyrium","behrii","Satyrium_behrii",0
"Lycaenidae","Satyrium","pruni","Satyrium_pruni",1
"Lycaenidae","Rapala","caerulea","Rapala_caerulea",1
"Lycaenidae","Pseudalmenus","chlorinda","Pseudalmenus_chlorinda",1
"Lycaenidae","Lycaena","dispar","Lycaena_dispar",1
"Lycaenidae","Lycaena","phlaeas","Lycaena_phlaeas",0
"Lycaenidae","Lycaena","tityrus","Lycaena_tityrus",1
"Lycaenidae","Lycaena","virgaureae","Lycaena_virgaureae",1
"Lycaenidae","Lycaena","solskyi","Lycaena_solskyi",1
"Lycaenidae","Anthene","emolus","Anthene_emolus",0
"Lycaenidae","Deudorix","antalus","Deudorix_antalus",0
"Lycaenidae","Deudorix","epijarbas","Deudorix_epijarbas",0
"Lycaenidae","Curetis","bulis","Curetis_bulis",1
"Lycaenidae","Hypolycaena","erylus","Hypolycaena_erylus",0
"Lycaenidae","Curetis","acuta","Curetis_acuta",1
"Riodinidae","Apodemia","mormo","Apodemia_mormo",1
"Riodinidae","Emesis","mandana","Emesis_mandana",0
"Riodinidae","Hamearis","lucina","Hamearis_lucina",1
"Pieridae","Delias","nais","Delias_nais",1
"Pieridae","Delias","descombesi","Delias_descombesi",0
"Pieridae","Delias","hyparete","Delias_hyparete",0
"Pieridae","Delias","pasithoe","Delias_pasithoe",0
"Pieridae","Delias","baracasa","Delias_baracasa",1
"Pieridae","Delias","belisama","Delias_belisama",0
"Pieridae","Delias","belladonna","Delias_belladonna",0
"Pieridae","Aporia","agathon","Aporia_agathon",1
"Pieridae","Aporia","crataegi","Aporia_crataegi",0
