Family,Genus,Species,wingspan(mm),wingspan-male(mm),wingspan-female(mm),bodyVolume(mm3),hostType,num.Host.Plant.genera,Source
Erebidae,Spiris,striata,36,,,,0,,Potocky-2018
Erebidae,Coscinia,cribraria,36,,,,0,,Potocky-2018
Erebidae,Utetheisa,pulchella,37,,,,0,,Potocky-2018
Erebidae,Ocnogyna,parasita,31,,,,0,,Potocky-2018
Erebidae,Chelis,maculosa,30,,,,0,,Potocky-2018
Erebidae,Watsonarctia,casta,30,,,,0,,Potocky-2018
Erebidae,Phragmatobia,fuliginosa,33,,,,0,,Potocky-2018
Erebidae,Phragmatobia,luctifera,32,,,,0,,Potocky-2018
Erebidae,Parasemia,plantaginis,37,,,,0,,Potocky-2018
Erebidae,Spilosoma,lutea,37,,,,0,,Potocky-2018
Erebidae,Spilosoma,lubricipeda,38,,,,0,,Potocky-2018
Erebidae,Spilosoma,urticae,35,,,,0,,Potocky-2018
Erebidae,Diaphora,mendica,32,,,,0,,Potocky-2018
Erebidae,Cycnia,luctuosa,32,,,,0,,Potocky-2018
Erebidae,Rhyparia,purpurata,46,,,,0,,Potocky-2018
Erebidae,Rhyparioides,metelkana,39,,,,0,,Potocky-2018
Erebidae,Diacrisia,sannio,41,,,,0,,Potocky-2018
Erebidae,Hyphoraia,aulica,36,,,,0,,Potocky-2018
Erebidae,Pericallia,matronula,79,,,,0,,Potocky-2018
Erebidae,Arctia,caja,58,,,,0,,Potocky-2018
Erebidae,Arctia,villica,60,,,,0,,Potocky-2018
Erebidae,Arctia,festiva,46,,,,0,,Potocky-2018
Erebidae,Callimorpha,dominula,45,,,,0,,Potocky-2018
Erebidae,Euplagia,quadripunctaria,56,,,,0,,Potocky-2018
Erebidae,Tyria,jacobaeae,39,,,,1,,Potocky-2018
Cossidae,Cossus,cossus,70,,,,0,,Potocky-2018
Cossidae,Lamellocossus,terebra,65,,,,1,,Potocky-2018
Cossidae,Parahypopta,caestrum,30,,,,1,,Potocky-2018
Cossidae,Catopta,thrips,42,,,,1,,Potocky-2018
Cossidae,Dyspessa,ulula,21,,,,1,,Potocky-2018
Cossidae,Phragmataecia,castaneae,37,,,,1,,Potocky-2018
Cossidae,Zeuezera,pyrina,53,,,,0,,Potocky-2018
Papilionidae,Pachliopta,aistolochiae,86,,,,,,tiple-2009
Papilionidae,Pachliopta,hector,108.4,,,,,,tiple-2009
Papilionidae,Graphium,doson,80.7,,,,,,tiple-2009
Papilionidae,Graphium,agamemnon,85.8,,,,,,tiple-2009
Papilionidae,Papilio,polymnestor,149.7,,,,,,tiple-2009
Papilionidae,Papilio,demoleus,84.9,,,,,,tiple-2009
Papilionidae,Papilio,polytes,94.3,,,,,,tiple-2009
Pieridae,Delias,eucharis,74.7,,,,,,tiple-2009
Pieridae,Cepora,nerissa,50,,,,,,tiple-2009
Pieridae,Anaphaeis,aurota,51.3,,,,,,tiple-2009
Pieridae,Appias,libythea,52.9,,,,,,tiple-2009
Pieridae,Pareronia,valeria,72.6,,,,,,tiple-2009
Pieridae,Catopsilia,pomona,64.1,,,,,,tiple-2009
Pieridae,Catopsilia,pyranthe,58.7,,,,,,tiple-2009
Pieridae,Eurema,brigitta,32.4,,,,,,tiple-2009
Pieridae,Eurema,laeta,32.5,,,,,,tiple-2009
Pieridae,Eurema,hecabe,31.5,,,,,,tiple-2009
Pieridae,Eurema,blanda,30.3,,,,,,tiple-2009
Pieridae,Colotis,etrida,32.3,,,,,,tiple-2009
Pieridae,Ixias,marianne,54.9,,,,,,tiple-2009
Pieridae,Colotis,danae,39.2,,,,,,tiple-2009
Lycaenidae,Castalius,rosimon,30.5,,,,,,tiple-2009
Lycaenidae,Tarucus,nara,24.4,,,,,,tiple-2009
Lycaenidae,Leptotes,plinius,25.5,,,,,,tiple-2009
Lycaenidae,Azanus,ubaldus,23.4,,,,,,tiple-2009
Lycaenidae,Everes,lacturnus,18.8,,,,,,tiple-2009
Lycaenidae,Psuedozizeeria,maha,23.2,,,,,,tiple-2009
Lycaenidae,Zizeeria,karsandra,24,,,,,,tiple-2009
Lycaenidae,Zizina,otis,19.2,,,,,,tiple-2009
Lycaenidae,Zizula,hylax,18.3,,,,,,tiple-2009
Lycaenidae,Tarucus,ananda,29.3,,,,,,tiple-2009
Lycaenidae,Chilades,parrhasius,23,,,,,,tiple-2009
Lycaenidae,Chilades,pandava,28.4,,,,,,tiple-2009
Lycaenidae,Freyeria,trochylus,15.7,,,,,,tiple-2009
Lycaenidae,Euchrysops,cnejus,31,,,,,,tiple-2009
Lycaenidae,Catochrysops,strabo,33.8,,,,,,tiple-2009
Lycaenidae,Catochrysops,panoramus,30.8,,,,,,tiple-2009
Lycaenidae,Chilades,laius,28,,,,,,tiple-2009
Lycaenidae,Lampides,boeticus,32.2,,,,,,tiple-2009
Lycaenidae,Jamides,bochus,32.3,,,,,,tiple-2009
Lycaenidae,Jamides,celeno,32.5,,,,,,tiple-2009
Lycaenidae,Jamides,alecto,32.2,,,,,,tiple-2009
Lycaenidae,Prosotas,nora,30.8,,,,,,tiple-2009
Lycaenidae,Nacaduba,kurava,23.6,,,,,,tiple-2009
Lycaenidae,Nacaduba,hermus,23,,,,,,tiple-2009
Lycaenidae,Nacaduba,beroe,22.9,,,,,,tiple-2009
Lycaenidae,Actolepis,puspa,33.6,,,,,,tiple-2009
Lycaenidae,Celestrina,levendularis,30.4,,,,,,tiple-2009
Lycaenidae,Spindasis,vulcanus,29.2,,,,,,tiple-2009
Lycaenidae,Spindasis,syama,26.3,,,,,,tiple-2009
Lycaenidae,Rapala,iarbus,36.3,,,,,,tiple-2009
Lycaenidae,Virachola,isocrates,37.3,,,,,,tiple-2009
Lycaenidae,Amblypodia,anita,52.2,,,,,,tiple-2009
Nymphalidae,Melanitis,leda,76.4,,,,,,tiple-2009
Nymphalidae,Melanitis,phedima,78.7,,,,,,tiple-2009
Nymphalidae,Lethe,europa,76.1,,,,,,tiple-2009
Nymphalidae,Mycalesis,perseus,46.4,,,,,,tiple-2009
Nymphalidae,Mycalesis,subdita,44.7,,,,,,tiple-2009
Nymphalidae,Mycalesis,igilia,46.9,,,,,,tiple-2009
Nymphalidae,Mycalesis,mineus,44.9,,,,,,tiple-2009
Nymphalidae,Mycalesis,franscica,42.3,,,,,,tiple-2009
Nymphalidae,Mycalesis,malsara,45.2,,,,,,tiple-2009
Nymphalidae,Ypthima,asterope,34.8,,,,,,tiple-2009
Nymphalidae,Ypthima,inica,33.5,,,,,,tiple-2009
Nymphalidae,Phalanta,phalantha,51.7,,,,,,tiple-2009
Nymphalidae,Phalanta,alcippe,39,,,,,,tiple-2009
Nymphalidae,Neptis,hylas,48.7,,,,,,tiple-2009
Nymphalidae,Neptis,columella,71.3,,,,,,tiple-2009
Nymphalidae,Neptis,jumbah,67.5,,,,,,tiple-2009
Nymphalidae,Euthalia,nais,59.2,,,,,,tiple-2009
Nymphalidae,Byblia,ilithyia,56,,,,,,tiple-2009
Nymphalidae,Ariadne,ariadne,52.3,,,,,,tiple-2009
Nymphalidae,Ariadne,merione,54.6,,,,,,tiple-2009
Nymphalidae,Junonia,hierta,50.4,,,,,,tiple-2009
Nymphalidae,Junonia,orithya,48.3,,,,,,tiple-2009
Nymphalidae,Junonia,lemonias,49.8,,,,,,tiple-2009
Nymphalidae,Junonia,almana,56.5,,,,,,tiple-2009
Nymphalidae,Junonia,atlites,57.7,,,,,,tiple-2009
Nymphalidae,Junonia,iphita,65.1,,,,,,tiple-2009
Nymphalidae,Cynthia,cardui,67.1,,,,,,tiple-2009
Nymphalidae,Hypolimnas,bolina,85.7,,,,,,tiple-2009
Nymphalidae,Hypolimnas,misippus,85.5,,,,,,tiple-2009
Nymphalidae,Acraea,violae,60.6,,,,,,tiple-2009
Nymphalidae,Limenitis,procris,67.6,,,,,,tiple-2009
Nymphalidae,Charaxes,bernardus,86.2,,,,,,tiple-2009
Nymphalidae,Charaxes,solon,83.6,,,,,,tiple-2009
Nymphalidae,Tirumala,limniace,91.4,,,,,,tiple-2009
Nymphalidae,Tirumala,septentrionis,91.2,,,,,,tiple-2009
Nymphalidae,Danaus,chrysippus,75.6,,,,,,tiple-2009
Nymphalidae,Danaus,genutia,84.6,,,,,,tiple-2009
Nymphalidae,Euploea,core,89.2,,,,,,tiple-2009
Hesperiidae,Hasora,chromus,48.2,,,,,,tiple-2009
Hesperiidae,Spialia,galba,20.7,,,,,,tiple-2009
Hesperiidae,Udaspes,folus,42.8,,,,,,tiple-2009
Hesperiidae,Suastus,gremius,31.2,,,,,,tiple-2009
Hesperiidae,Taractrocera,maevius,27.9,,,,,,tiple-2009
Hesperiidae,Taractrocera,ceramas,27.7,,,,,,tiple-2009
Hesperiidae,Telicota,ancilla,32.2,,,,,,tiple-2009
Hesperiidae,Telicota,colon,35.7,,,,,,tiple-2009
Hesperiidae,Pelopidas,mathias,31.3,,,,,,tiple-2009
Hesperiidae,Oriens,goloides,34.4,,,,,,tiple-2009
Hesperiidae,Pelopidas,conjucta,37.1,,,,,,tiple-2009
Hesperiidae,Parnara,naso,31.9,,,,,,tiple-2009
Hesperiidae,Borbo,cinnara,31.3,,,,,,tiple-2009
Hesperiidae,Pelopidas,subochracea,33.8,,,,,,tiple-2009
Hesperiidae,Borbo,bevani,33.3,,,,,,tiple-2009
Hesperiidae,Baoris,farri,44.1,,,,,,tiple-2009
Hesperiidae,Caltoris,kumara,38.8,,,,,,tiple-2009
Acraeidae,Acraea,admatha,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,acerata,40,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,alcinoe,,70,95,,,,Preston-Mafham-2007
Acraeidae,Acraea,asboloplintha,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,caecilia,55,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,circeis,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,encedon,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,jodutta,55-60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,egina,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,epaea,65,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,lycoa,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,macaria,75,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,natalica,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,neobule,45,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,oncaea,45-50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,orina,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,parrhasia,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,penelope,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,pentapolis,70,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,pharsalus,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,rabbaiae,45,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,quirina,60,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,rogersi,70,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,serena,40,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,sotikensis,50,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,umbra,75,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,vestalis,65,,,,,,Preston-Mafham-2007
Acraeidae,Acraea,zitja,30,,,,,,Preston-Mafham-2007
Acraeidae,Actinote,alcione,60,,,,,,Preston-Mafham-2007
Acraeidae,Actinote,negra,60,,,,,,Preston-Mafham-2007
Acraeidae,Pardopsis,punctatissima,45,,,,,,Preston-Mafham-2007
Amathusiidae,Taenaris,myops,95,,,,,,Preston-Mafham-2007
Brassolidae,Blepolensis,betea,65,,,,,,Preston-Mafham-2007
Brassolidae,Caligo,atreus,120,,,,,,Preston-Mafham-2007
Brassolidae,Caligo,eurilochus,130,,,,,,Preston-Mafham-2007
Brassolidae,Caligo,teucer,110,,,,,,Preston-Mafham-2007
Brassolidae,Eryphanis,polyxena,75,,,,,,Preston-Mafham-2007
Brassolidae,Eryphanis,reevesii,75,,,,,,Preston-Mafham-2007
Danaidae,Amauris,damocles,75,,,,,,Preston-Mafham-2007
Danaidae,Amauris,ochlea,80,,,,,,Preston-Mafham-2007
Danaidae,Amauris,niavius,95,,,,,,Preston-Mafham-2007
Danaidae,Amauris,tartarea,80,,,,,,Preston-Mafham-2007
Danaidae,Danaus,chrysippus,80,,,,,,Preston-Mafham-2007
Danaidae,Danaus,eresimus,65,,,,,,Preston-Mafham-2007
Danaidae,Danaus,gilippus,70,,,,,,Preston-Mafham-2007
Danaidae,Danaus,plexippus,75,,,,,,Preston-Mafham-2007
Danaidae,Euploea,core,96,,,,,,Preston-Mafham-2007
Danaidae,Idea,hypermnestra,150,,,,,,Preston-Mafham-2007
Danaidae,Ideopsis,juventa,90,,,,,,Preston-Mafham-2007
Danaidae,Ideopsis,similis,85,,,,,,Preston-Mafham-2007
Danaidae,Llycorea,cleobaea,100,,,,,,Preston-Mafham-2007
Danaidae,Llycorea,ilione,110,,,,,,Preston-Mafham-2007
Danaidae,Tirumala,petiverana,80,,,,,,Preston-Mafham-2007
Heliconidae,Agraulis,vanillae,70,,,,,,Preston-Mafham-2007
Heliconidae,Dryadula,phaetusa,75,,,,,,Preston-Mafham-2007
Heliconidae,Eueides,aliphera,50,,,,,,Preston-Mafham-2007
Heliconidae,Eueides,isabella,80,,,,,,Preston-Mafham-2007
Heliconidae,Heliconius,charitonius,80,,,,,,Preston-Mafham-2007
Heliconidae,Heliconius,doris,80,,,,,,Preston-Mafham-2007
Heliconidae,Heliconius,erato,70,,,,,,Preston-Mafham-2007
Heliconidae,Heliconius,wallacei,75,,,,,,Preston-Mafham-2007
Heliconidae,Philaethria,dido,80,,,,,,Preston-Mafham-2007
Hesperiidae,Abantis,leucogaster,35,,,,,,Preston-Mafham-2007
Hesperiidae,Autochton,cellus,40,,,,,,Preston-Mafham-2007
Hesperiidae,Celaenorrhinus,galenus,35,,,,,,Preston-Mafham-2007
Hesperiidae,Celaenorrhinus,proxima,35,,,,,,Preston-Mafham-2007
Hesperiidae,Ceratrichia,brunnea,30,,,,,,Preston-Mafham-2007
Hesperiidae,Coeliades,pisistratus,50,,,,,,Preston-Mafham-2007
Hesperiidae,Eagris,lucetia,30,,,,,,Preston-Mafham-2007
Hesperiidae,Epargyreus,clarus,50,,,,,,Preston-Mafham-2007
Hesperiidae,Erynnis,tages,25,,,,,,Preston-Mafham-2007
Hesperiidae,Haemactis,sanguinalis,40,,,,,,Preston-Mafham-2007
Hesperiidae,Hylephila,phyleus,30,,,,,,Preston-Mafham-2007
Hesperiidae,Malaza,empyreus,30,,,,,,Preston-Mafham-2007
Hesperiidae,Mylon,maimon,40,,,,,,Preston-Mafham-2007
Hesperiidae,Myscelus,amystis,45,,,,,,Preston-Mafham-2007
Hesperiidae,Neotrobalane,canopus,,30,35,,,,Preston-Mafham-2007
Hesperiidae,Ochlodes,sylvaoides,30,,,,,,Preston-Mafham-2007
Hesperiidae,Ochlodes,venatus,30,,,,,,Preston-Mafham-2007
Hesperiidae,Onophas,columbaria,30,,,,,,Preston-Mafham-2007
Hesperiidae,Oxynetra,semihyalina,50,,,,,,Preston-Mafham-2007
Hesperiidae,Paches,loxus,40,,,,,,Preston-Mafham-2007
Hesperiidae,Phanus,vitreus,45,,,,,,Preston-Mafham-2007
Hesperiidae,Polites,draco,25,,,,,,Preston-Mafham-2007
Hesperiidae,Pyrgus,communis,30,,,,,,Preston-Mafham-2007
Hesperiidae,Pyrgus,malvae,25,,,,,,Preston-Mafham-2007
Hesperiidae,Pyrgus,oileus,30,,,,,,Preston-Mafham-2007
Hesperiidae,Sostrata,festiva,30,,,,,,Preston-Mafham-2007
Hesperiidae,Spialia,ploetzi,25,,,,,,Preston-Mafham-2007
Hesperiidae,Thymelicus,sylvestris,30,,,,,,Preston-Mafham-2007
Hesperiidae,Urbanus,proteus,45,,,,,,Preston-Mafham-2007
Ithomiidae,Ceratinia,neso,55,,,,,,Preston-Mafham-2007
Ithomiidae,Dircenna,dero,70,,,,,,Preston-Mafham-2007
Ithomiidae,Greta,andromica,55,,,,,,Preston-Mafham-2007
Ithomiidae,Heterosais,nephele,60,,,,,,Preston-Mafham-2007
Ithomiidae,Ithomia,pellucida,55,,,,,,Preston-Mafham-2007
Ithomiidae,Ithomia,salapia,55,,,,,,Preston-Mafham-2007
Ithomiidae,Mechanitis,isthmia,70,,,,,,Preston-Mafham-2007
Ithomiidae,Mechanitis,lysimnia,70,,,,,,Preston-Mafham-2007
Ithomiidae,Mechanitis,polymnia,70,,,,,,Preston-Mafham-2007
Ithomiidae,Melinaea,ludovica,90,,,,,,Preston-Mafham-2007
Ithomiidae,Melinaea,marsaeus,90,,,,,,Preston-Mafham-2007
Ithomiidae,Oleria,vicina,55,,,,,,Preston-Mafham-2007
Ithomiidae,Olyras,theon,95,,,,,,Preston-Mafham-2007
Ithomiidae,Pseudoscada,timma,40,,,,,,Preston-Mafham-2007
Ithomiidae,Pteronymia,veia,60,,,,,,Preston-Mafham-2007
Ithomiidae,Scada,reckia,45,,,,,,Preston-Mafham-2007
Ithomiidae,Scada,karschina,45,,,,,,Preston-Mafham-2007
Ithomiidae,Tithorea,harmonia,75,,,,,,Preston-Mafham-2007
Libytheidae,Libytheana,carinenta,40,,,,,,Preston-Mafham-2007
Lycaenidae,Aloedes,taikosama,25,,,,,,Preston-Mafham-2007
Lycaenidae,Aphnaeus,orcas,30,,,,,,Preston-Mafham-2007
Lycaenidae,Arawacus,aetolus,25,,,,,,Preston-Mafham-2007
Lycaenidae,Aricia,agestis,25,,,,,,Preston-Mafham-2007
Lycaenidae,Atlides,halesus,37,,,,,,Preston-Mafham-2007
Lycaenidae,Axiocerses,amanga,28,,,,,,Preston-Mafham-2007
Lycaenidae,Axiocerses,styx,30,,,,,,Preston-Mafham-2007
Lycaenidae,Brephidium,exilis,19-12,,,,,,Preston-Mafham-2007
Lycaenidae,Callophrys,rubi,25,,,,,,Preston-Mafham-2007
Lycaenidae,Calastrina,argiolus,30,,,,,,Preston-Mafham-2007
Lycaenidae,Danis,cyanea,30,,,,,,Preston-Mafham-2007
Lycaenidae,Drupadia,ravindra,25,,,,,,Preston-Mafham-2007
Lycaenidae,Electrostrymon,angelia,20,,,,,,Preston-Mafham-2007
Lycaenidae,Hemiargus,isola,23,,,,,,Preston-Mafham-2007
Lycaenidae,Heodes,virgaureae,30,,,,,,Preston-Mafham-2007
Lycaenidae,Hypolycaena,hatita,30,,,,,,Preston-Mafham-2007
Lycaenidae,Hypolycaena,liara,30,,,,,,Preston-Mafham-2007
Lycaenidae,Iolaus,alcibiades,40,,,,,,Preston-Mafham-2007
Lycaenidae,Lampides,boeticus,30,,,,,,Preston-Mafham-2007
Lycaenidae,Leptotes,marina,25,,,,,,Preston-Mafham-2007
Lycaenidae,Leptotes,rabenafer,25,,,,,,Preston-Mafham-2007
Lycaenidae,Lycaena,phlaeas,30,,,,,,Preston-Mafham-2007
Lycaenidae,Lysandra,bellargus,30,,,,,,Preston-Mafham-2007
Lycaenidae,Mimacraea,krausei,55,,,,,,Preston-Mafham-2007
Lycaenidae,Mimeresia,libentina,35,,,,,,Preston-Mafham-2007
Lycaenidae,Plebejus,argus,28,,,,,,Preston-Mafham-2007
Lycaenidae,Plebejus,melissa,25,,,,,,Preston-Mafham-2007
Lycaenidae,Polyommantus,icarus,30,,,,,,Preston-Mafham-2007
Lycaenidae,Rekoa,meton,35,,,,,,Preston-Mafham-2007
Lycaenidae,Sarytium,sylvinum,32,,,,,,Preston-Mafham-2007
Lycaenidae,Spindasis,ella,25,,,,,,Preston-Mafham-2007
Lycaenidae,Strymon,melinus,25,,,,,,Preston-Mafham-2007
Lycaenidae,Tarucus,sybaris,25,,,,,,Preston-Mafham-2007
Lycaenidae,Thersamonia,thersamon,40,,,,,,Preston-Mafham-2007
Lycaenidae,Zeltus,amasa,25,,,,,,Preston-Mafham-2007
Morphidae,Morpho,deidamia,130,,,,,,Preston-Mafham-2007
Morphidae,Morpho,laertes,140,,,,,,Preston-Mafham-2007
Morphidae,Morpho,menelaus,140,,,,,,Preston-Mafham-2007
Nymphalidae,Adelpha,bredowii,70,,,,,,Preston-Mafham-2007
Nymphalidae,Adelpha,erotia,60,,,,,,Preston-Mafham-2007
Nymphalidae,Adelpha,Mesentina,50,,,,,,Preston-Mafham-2007
Nymphalidae,Aglais,urticae,45,,,,,,Preston-Mafham-2007
Nymphalidae,Anaea,fabius,75,,,,,,Preston-Mafham-2007
Nymphalidae,Anaea,glaucone,50,,,,,,Preston-Mafham-2007
Nymphalidae,Anaea,itys,70,,,,,,Preston-Mafham-2007
Nymphalidae,Anartia,amathea,60,,,,,,Preston-Mafham-2007
Nymphalidae,Anartia,fatima,55,,,,,,Preston-Mafham-2007
Nymphalidae,Anartia,jatrophae,55,,,,,,Preston-Mafham-2007
Nymphalidae,Antanartia,delius,60,,,,,,Preston-Mafham-2007
Nymphalidae,Apaturopsis,cleochares,40,,,,,,Preston-Mafham-2007
Nymphalidae,Araschnia,levana,35,,,,,,Preston-Mafham-2007
Nymphalidae,Argynnis,aglaja,55,,,,,,Preston-Mafham-2007
Nymphalidae,Argynnis,paphia,60,,,,,,Preston-Mafham-2007
Nymphalidae,Ariadne,enotrea,50,,,,,,Preston-Mafham-2007
Nymphalidae,Asterocampa,celtis,35,,,,,,Preston-Mafham-2007
Nymphalidae,Aterica,galene,50,,,,,,Preston-Mafham-2007
Nymphalidae,Aterica,rabena,50,,,,,,Preston-Mafham-2007
Nymphalidae,Athyma,eulimene,40,,,,,,Preston-Mafham-2007
Nymphalidae,Basilarchia,arthemis astuanax,75,,,,,,Preston-Mafham-2007
Nymphalidae,Basilarchia,weidermeyeri,70,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,cocalia,60,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,cutteri,60,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,demetra,60,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,phantasina,60,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,sophus,60,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,tentyris,45,,,,,,Preston-Mafham-2007
Nymphalidae,Bebearia,zonora,45,,,,,,Preston-Mafham-2007
Nymphalidae,Biblis,hyperia,65,,,,,,Preston-Mafham-2007
Nymphalidae,Boloria,euphrosyne,40,,,,,,Preston-Mafham-2007
Nymphalidae,Boloria,selene,40,,,,,,Preston-Mafham-2007
Nymphalidae,Byblia,ilithya,45,,,,,,Preston-Mafham-2007
Nymphalidae,Callicore,aurelia,50,,,,,,Preston-Mafham-2007
Nymphalidae,Callicore,cyllene,50,,,,,,Preston-Mafham-2007
Nymphalidae,Callicore,hystaspes,40,,,,,,Preston-Mafham-2007
Nymphalidae,Callicore,sonora,50,,,,,,Preston-Mafham-2007
Nymphalidae,Castilia,eranites,40,,,,,,Preston-Mafham-2007
Nymphalidae,Castilia,ofella,35,,,,,,Preston-Mafham-2007
Nymphalidae,Catuna,crithea,52,,,,,,Preston-Mafham-2007
Nymphalidae,Cethosia,hypsea,85,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,andara,80,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,boueti,75,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,brutus,85,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,candiope,80,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,castor,95,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,cynthia,75,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,etesipe,75,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,etheocies,65,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,fulvescens,90,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,lasti,70,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,lucretius,70,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,lycurgus,65,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,pleione,55,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,pollux,80,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,protoclea,75,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,subornatus,55,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,tiridates,90,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,varanes,80,,,,,,Preston-Mafham-2007
Nymphalidae,Charaxes,zoolia,50,,,,,,Preston-Mafham-2007
Nymphalidae,Chlosyne,acastus,38,,,,,,Preston-Mafham-2007
Nymphalidae,Chlosyne,neumoegeni,38,,,,,,Preston-Mafham-2007
Nymphalidae,Chlosyne,janais,50,,,,,,Preston-Mafham-2007
Nymphalidae,Colobura,dirce,70,,,,,,Preston-Mafham-2007
Nymphalidae,Cybdelis,mnasylus,45,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,beckeri,80,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,caenis,60,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,egesta,80,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,fumana,80,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,lurida,60,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,mabillei,50,,,,,,Preston-Mafham-2007
Nymphalidae,Cymothoe,oemilius,90,,,,,,Preston-Mafham-2007
Nymphalidae,Cyrestis,acilia,50,,,,,,Preston-Mafham-2007
Nymphalidae,Cyrestis,camilius,70,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,agathia,45,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,cherubina,70,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,cyane,60,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,elis,50,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,laure,75,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,linda,55,,,,,,Preston-Mafham-2007
Nymphalidae,Doxocopa,pavon,55,,,,,,Preston-Mafham-2007
Nymphalidae,Dynamina,mylitta,40,,,,,,Preston-Mafham-2007
Nymphalidae,Ectima,thecla,50,,,,,,Preston-Mafham-2007
Nymphalidae,Epiphele,orea,55,,,,,,Preston-Mafham-2007
Nymphalidae,Eresia,alsina,55,,,,,,Preston-Mafham-2007
Nymphalidae,Eresia,eunice,55,,,,,,Preston-Mafham-2007
Nymphalidae,Eresia,philyra,60,,,,,,Preston-Mafham-2007
Nymphalidae,Eunica,bechina,60,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,ceres,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,adwardsi,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,harpalyce,80,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,janetta,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,losinga,80,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,medon,,60,75,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,neophron,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,paradoxa,60,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,perseis,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,phaetusa,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,ravola,70,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,ruspina,75,,,,,,Preston-Mafham-2007
Nymphalidae,Euphaedra,themis,70,,,,,,Preston-Mafham-2007
