butterfly,host_species,host_family
Heliconius_numata,Passiflora vellozii,Passifloraceae
Heliconius_numata,Passiflora vitifolia,Passifloraceae
Heliconius_numata,Passiflora citrifolia,Passifloraceae
Heliconius_numata,Passiflora bahiensis,Passifloraceae
Heliconius_numata,Passiflora auriculata,Passifloraceae
Heliconius_numata,Passiflora edulis,Passifloraceae
Heliconius_numata,Passiflora laurifolia,Passifloraceae
Heliconius_numata,Passiflora quadriglandulosa,Passifloraceae
Heliconius_numata,Passiflora leptopoda,Passifloraceae
Heliconius_numata,Passiflora candida,Passifloraceae
Heliconius_numata,Passiflora rhamnifolia,Passifloraceae
Heliconius_numata,Passiflora setacea,Passifloraceae
Heliconius_numata,Passiflora faroana,Passifloraceae
Heliconius_numata,Passiflora glandulosa,Passifloraceae
Heliconius_numata,Dilkea,Passifloraceae
Heliconius_numata,Passiflora eichleriana,Passifloraceae
Heliconius_numata,Passiflora acuminata,Passifloraceae
Heliconius_numata,Passiflora ovalis,Passifloraceae
Heliconius_numata,Passiflora cerradensis,Passifloraceae
Heliconius_pachinus,,Passifloraceae
Heliconius_pachinus,Passiflora oerstedii,Passifloraceae
Heliconius_pachinus,Passiflora vitifolia,Passifloraceae
Heliconius_pardalinus,,Passifloraceae
Heliconius_pardalinus,Passiflora spinosa,Passifloraceae
Heliconius_pardalinus,Passiflora coccinea,Passifloraceae
Heliconius_ricini,Passiflora capparidifolia,Passifloraceae
Heliconius_ricini,Passiflora laurifolia,Passifloraceae
Heliconius_sapho,Passiflora macrophylla,Passifloraceae
Heliconius_sara,,Passifloraceae
Heliconius_sara,Passiflora faroana,Passifloraceae
Heliconius_sara,Passiflora auriculata,Passifloraceae
Heliconius_sara,Passiflora truncata,Passifloraceae
Heliconius_sara,Passiflora cirrhiflora,Passifloraceae
Heliconius_sara,Passiflora mucronata,Passifloraceae
Heliconius_sara,Passiflora edulis,Passifloraceae
Heliconius_sara,Passiflora spinosa,Passifloraceae
Heliconius_sara,Passiflora suberosa,Passifloraceae
Heliconius_sara,Passiflora alata,Passifloraceae
Heliconius_sara,Passiflora citrifolia,Passifloraceae
Heliconius_sara,Passiflora candida,Passifloraceae
Heliconius_sara,Passiflora pentagona,Passifloraceae
Heliconius_sara,Passiflora rhamnifolia,Passifloraceae
Heliconius_sara,Passiflora ovalis,Passifloraceae
Heliconius_sara,Passiflora,Passifloraceae
Heliconius_sara,Passiflora cerradensis,Passifloraceae
Heliconius_sara,Passiflora mansii,Passifloraceae
Heliconius_timareta,Passiflora alata,Passifloraceae
Heliconius_wallacei,Passiflora quadriglandulosa,Passifloraceae
Heliconius_wallacei,Passiflora,Passifloraceae
Heliconius_wallacei,Passiflora glandulosa,Passifloraceae
Heliconius_wallacei,Passiflora coccinea,Passifloraceae
Heliconius_wallacei,Passiflora vitifolia,Passifloraceae
Heliconius_xanthocles,,Passifloraceae
Heliconius_xanthocles,Passiflora eichleriana,Passifloraceae
Heliconius_xanthocles,Passiflora menispermifolia,Passifloraceae
Heliconius_xanthocles,Passiflora oerstedii,Passifloraceae
Hemiargus_ceraunus,Crotalaria verrucosa,Fabaceae
Hemiargus_ceraunus,,Fabaceae
Hemiargus_ceraunus,Psorothamnus fremontii,Fabaceae
Hemiargus_ceraunus,Crotalaria,Fabaceae
Hemiargus_ceraunus,Indigofera caroliniana,Fabaceae
Hemiargus_ceraunus,Prosopis pubescens,Fabaceae
Hemiargus_ceraunus,Medicago sativa,Fabaceae
Hemiargus_ceraunus,Medicago,Fabaceae
Hemiargus_ceraunus,Rhynchosia minima,Fabaceae
Hemiargus_ceraunus,Chamaecrista fasciculata,Fabaceae
Hemiargus_ceraunus,Chamaecrista nictitans,Fabaceae
Hemiargus_ceraunus,Chapmannia floridana,Fabaceae
Hemiargus_ceraunus,Mimosa pudica,Fabaceae
Hemiargus_ceraunus,Macroptilium lathyroides,Fabaceae
Hemiargus_ceraunus,Acacia angustissima,Fabaceae
Hemiargus_ceraunus,Abrus,Fabaceae
Hemiargus_ceraunus,Phaseolus,Fabaceae
Hemiargus_ceraunus,Abrus precatorius,Fabaceae
Hemiargus_ceraunus,Prosopis glandulosa,Fabaceae
Hemiargus_ceraunus,Prosopis,Fabaceae
Hemiargus_ceraunus,Cassia,Fabaceae
Hemiargus_ceraunus,Astragalus crotalariae,Fabaceae
Hemiargus_hanno,,Oxalidaceae
Hemiargus_hanno,Macroptilium lathyroides,Fabaceae
Hemiargus_hanno,Abrus precatorius,Fabaceae
Hemiargus_hanno,Senna alata,Fabaceae
Hemiargus_hanno,Chamaecrista nictitans,Fabaceae
Henotesia_perspicua,Ehrharta erecta,Gramineae
Henotesia_perspicua,,Gramineae
Henotesia_simonsii,,Gramineae
Henotesia_simonsii,Annona,Annonaceae
Hermeuptychia_hermes,,Gramineae
Hermeuptychia_hermes,Poa annua,Gramineae
Hermeuptychia_hermes,Cynodon dactylon,Gramineae
Hermeuptychia_hermes,Paspalum dilatatum,Gramineae
Hermeuptychia_hermes,Panicum,Gramineae
Hermeuptychia_hermes,Eleusine,Gramineae
Hermeuptychia_hermes,Eremochloa ophiuroides,Gramineae
Hermeuptychia_hermes,Axonopus compressus,Gramineae
Hermeuptychia_hermes,Stenotaphrum secundatum,Gramineae
Hermeuptychia_sosybius,Cynodon dactylon,Gramineae
Herona_marathus,Celtis,Ulmaceae
Hestina_assimilis,Celtis sinensis,Ulmaceae
Hestina_assimilis,Celtis formosana,Ulmaceae
Hestina_assimilis,Celtis nervosa,Ulmaceae
Hestina_assimilis,Celtis boninensis,Ulmaceae
Hestina_assimilis,Celtis,Ulmaceae
Hestina_assimilis,Trema orientalis,Ulmaceae
Hestina_japonica,Celtis,Ulmaceae
Hestina_japonica,Celtis jessoensis,Ulmaceae
Hestina_japonica,Celtis sinensis,Ulmaceae
Heteronympha_merope,,Gramineae
Heteronympha_merope,Brachypodium distachyon,Gramineae
Heteronympha_merope,Poa tenera,Gramineae
Heteronympha_merope,Poa baillardieri,Gramineae
Heteronympha_merope,Themeda australis,Gramineae
Heteronympha_penelope,Poa,Gramineae
Heteronympha_penelope,Danthonia pilosa,Gramineae
Heteronympha_penelope,Themeda australis,Gramineae
Hipparchia_fagi,Helictotrichon pratense,Gramineae
Hipparchia_fagi,Holcus,Gramineae
Hipparchia_fagi,Holcus mollis,Gramineae
Hipparchia_fagi,Bromus,Gramineae
Hipparchia_fagi,Holcus lanatus,Gramineae
Hipparchia_fagi,Festuca,Gramineae
Hipparchia_fagi,Brachypodium,Gramineae
Hipparchia_fidia,Brachypodium retusum,Gramineae
Hipparchia_fidia,Festuca elegans,Gramineae
Hipparchia_fidia,Stipa parviflora,Gramineae
Hipparchia_fidia,Brachypodium phoenicoides,Gramineae
Hipparchia_fidia,Brachypodium pinnatum,Gramineae
Hipparchia_fidia,Stipa offneri,Gramineae
Hipparchia_fidia,Stipa gigantea,Gramineae
Hipparchia_semele,,Gramineae
Hipparchia_semele,Aira,Gramineae
Hipparchia_semele,Aira praecox,Gramineae
Hipparchia_semele,Dactylis glomerata,Gramineae
Hipparchia_semele,Poa annua,Gramineae
Hipparchia_semele,Festuca ovina,Gramineae
Hipparchia_semele,Calamagrostis stricta,Gramineae
Hipparchia_semele,Corynephorus canescens,Gramineae
Hipparchia_semele,Stipa parviflora,Gramineae
Hipparchia_semele,Stipa gigantea,Gramineae
Hipparchia_semele,Festuca elegans,Gramineae
Hipparchia_semele,Arrhenatherum elatius,Gramineae
Hipparchia_semele,Stipa pennata,Gramineae
Hipparchia_semele,Brachypodium caespitosum,Gramineae
Hipparchia_semele,Elytrigia repens,Gramineae
Hipparchia_semele,Brachypodium phoenicoides,Gramineae
Hipparchia_semele,Brachypodium,Gramineae
Hipparchia_semele,Deschampsia cespitosa,Gramineae
Hipparchia_semele,Elymus arenarius,Gramineae
Hipparchia_semele,Stipa offneri,Gramineae
Hipparchia_semele,Triticum,Gramineae
Hipparchia_statilinus,Aira,Gramineae
Hipparchia_statilinus,Bromus sterilis,Gramineae
Hipparchia_statilinus,Helictotrichon gervasii,Gramineae
Hipparchia_statilinus,Poa annua,Gramineae
Hipparchia_statilinus,Brachypodium caespitosum,Gramineae
Hipparchia_statilinus,Brachypodium phoenicoides,Gramineae
Hipparchia_statilinus,Brachypodium,Gramineae
Hipparchia_statilinus,Festuca sp. (rubra group),Gramineae
Hipparchia_statilinus,Koeleria vallesiana,Gramineae
Hipparchia_statilinus,Dactylis glomerata,Gramineae
Hipparchia_statilinus,Lolium,Gramineae
Hipparchia_statilinus,Festuca ovina,Gramineae
Hipparchia_statilinus,Lolium rigidum,Gramineae
Hipparchia_statilinus,Nardus stricta,Gramineae
Hipparchia_statilinus,Corynephorus canescens,Gramineae
Hipparchia_statilinus,Stipa parviflora,Gramineae
Hipparchia_statilinus,Bromus,Gramineae
Hipparchia_statilinus,Stipa pennata,Gramineae
Hipparchia_statilinus,Stipa offneri,Gramineae
Hipparchia_statilinus,Bromus erectus,Gramineae
Hipparchia_statilinus,Stipa gigantea,Gramineae
Hipparchia_statilinus,Carex hallerana,Cyperaceae
Hipparchia_statilinus,Poa,Gramineae
Historis_acheronta,Cecropia,Cecropiaceae
Historis_acheronta,Cecropia obtusifolia,Cecropiaceae
Historis_acheronta,Mangifera indica,Anacardiaceae
Historis_acheronta,Cecropia peltata,Cecropiaceae
Historis_odius,,Ulmaceae
Historis_odius,Trema micranthum,Ulmaceae
Historis_odius,Cecropia obtusifolia,Cecropiaceae
Historis_odius,Celtis tala,Ulmaceae
Historis_odius,Cecropia peltata,Cecropiaceae
Historis_odius,Inga vera,Fabaceae
Historis_odius,Tabebuia,Bignoniaceae
Historis_odius,Cecropia,Cecropiaceae
Historis_odius,Urtica spathulata,Urticaceae
Hypanartia_lethe,,Urticaceae
Hypanartia_lethe,Trema micranthum,Ulmaceae
Hypanartia_lethe,Trema,Ulmaceae
Hypanartia_lethe,Celtis pubescens ?,Ulmaceae
Hypanartia_lethe,Celtis,Ulmaceae
Hypanartia_lethe,Boehmeria caudata,Urticaceae
Hypanartia_paullus,Trema micranthum,Ulmaceae
Hypanartia_paullus,Piper,Piperaceae
Hypermnestra_helios,Zygophyllum atriplicoides,Zygophyllaceae
Hypermnestra_helios,Zygophyllum gontscharovii,Zygophyllaceae
Hypermnestra_helios,Zygophyllum miniatum,Zygophyllaceae
Hypermnestra_helios,Zygophyllum macrophyllum,Zygophyllaceae
Hypermnestra_helios,Zygophyllum turcomanicum,Zygophyllaceae
Hypermnestra_helios,Zygophyllum fabago,Zygophyllaceae
Hypna_clytemnestra,Croton,Euphorbiaceae
Hypna_clytemnestra,Croton compressus,Euphorbiaceae
Hypna_clytemnestra,Croton urucurana,Euphorbiaceae
Hypochrysops_miskini,,Verbenaceae
Hypocysta_adiante,Digitaria didactyla,Gramineae
Hypocysta_adiante,Imperata cylindrica,Gramineae
Hypocysta_adiante,Themeda austrialis,Gramineae
Hypoleria_lavinia,Cestrum,Solanaceae
Hypoleria_lavinia,Cestrum megalophyllum,Solanaceae
Hypoleria_lavinia,Solanum,Solanaceae
Hypolimnas_alimena,Graptophyllum pictum,Acanthaceae
Hypolimnas_alimena,Pseuderanthemum variabile,Acanthaceae
Hypolimnas_alimena,Asystasia gangetica,Acanthaceae
Hypolimnas_anthedon,Laportea aestuans,Urticaceae
Hypolimnas_anthedon,Laportea capensis,Urticaceae
Hypolimnas_anthedon,Laportea,Urticaceae
Hypolimnas_anthedon,Urera hypselodendron,Urticaceae
Hypolimnas_anthedon,Urera,Urticaceae
Hypolimnas_anthedon,Berkheya,Compositae
Hypolimnas_anthedon,Urtica,Urticaceae
Hypolimnas_bolina,,Urticaceae
Hypolimnas_bolina,Alternanthera philoxeroides,Amaranthaceae
Hypolimnas_bolina,Alternanthera,Amaranthaceae
Hypolimnas_bolina,Elatostema,Urticaceae
Hypolimnas_bolina,Eclipta,Compositae
Hypolimnas_bolina,Alternanthera denticulata,Amaranthaceae
Hypolimnas_bolina,Asystasia scandens,Acanthaceae
Hypolimnas_bolina,Eclipta prostrata,Compositae
Hypolimnas_bolina,Asystasia gangetica,Acanthaceae
Hypolimnas_bolina,Eranthemum pacificum,Acanthaceae
Hypolimnas_bolina,Ficus microcarpa,Moraceae
Hypolimnas_bolina,Commelina communis,Commelinaceae
Hypolimnas_bolina,Alternanthera sessilis,Amaranthaceae
Hypolimnas_bolina,Elatostema cuneatum,Urticaceae
Hypolimnas_bolina,Asystasia,Acanthaceae
Hypolimnas_bolina,Abutilon,Malvaceae
Hypolimnas_bolina,Ficus,Moraceae
Hypolimnas_dinarcha,Laportea aestuans,Urticaceae
Hypolimnas_dinarcha,Laportea,Urticaceae
Hypolimnas_misippus,,Portulacaceae
Hypolimnas_misippus,Abelmoschus moschatus,Malvaceae
Hypolimnas_misippus,Blepharis,Acanthaceae
Hypolimnas_misippus,Amaranthus,Amaranthaceae
Hypolimnas_misippus,Asystasia gangetica,Acanthaceae
Hypolimnas_misippus,Elaeis,Palmae
Hypolimnas_misippus,Elaeis guineensis,Palmae
Hypolimnas_misippus,Abelmoschus,Malvaceae
Hypolimnas_misippus,Amaranthus caudatus,Amaranthaceae
Hypolimnas_misippus,Dyschoriste thunbergiiflora,Acanthaceae
Hypolimnas_misippus,Blepharis boerhaviaefolia,Acanthaceae
Hypolimnas_misippus,Asystasia,Acanthaceae
Hypolimnas_misippus,Elatostema cuneatum,Urticaceae
Hypolimnas_misippus,Abutilon,Malvaceae
Hypolimnas_misippus,Ficus,Moraceae
Hypolimnas_monteironis,Urera,Urticaceae
Hypolimnas_monteironis,Laportea,Urticaceae
Hypolimnas_monteironis,Urera hypselodendron,Urticaceae
Hypolimnas_salmacis,Urera,Urticaceae
Hypolimnas_salmacis,Laportea aestuans,Urticaceae
Hypolimnas_salmacis,Laportea,Urticaceae
Hypolimnas_salmacis,Urera hypselodendron,Urticaceae
Hypolimnas_usambara,Urera,Urticaceae
Hypolimnas_usambara,Laportea,Urticaceae
Hypolimnas_usambara,Urera hypselodendron,Urticaceae
Hypolycaena_erylus,,Rubiaceae
Hypolycaena_erylus,Clerodendrum chinense,Verbenaceae
Hypolycaena_erylus,Scyphiphora,Rubiaceae
Hypolycaena_erylus,Helixanthera coccinea,Loranthaceae
Hypolycaena_erylus,Champereia manillana,Opiliaceae
Hypolycaena_erylus,Nephelium lappaceum,Sapindaceae
Hypolycaena_erylus,Bruguiera cylindrica,Rhizophoraceae
Hypolycaena_erylus,Rhizophora mucronata,Rhizophoraceae
Hypolycaena_erylus,Fagraea racemosa,Loganiaceae
Hypolycaena_erylus,Lumnitzera racemosa,Combretaceae
Hypolycaena_erylus,Acacia mangium,Fabaceae
Hypolycaena_erylus,Rhizophora apiculata,Rhizophoraceae
Hypolycaena_erylus,Eugenia aquea,Myrtaceae
Hypolycaena_erylus,Dimocarpus longan,Sapindaceae
Hypolycaena_erylus,Ziziphus mauritiana,Rhamnaceae
Hypolycaena_erylus,Ixora,Rubiaceae
Hypolycaena_erylus,Macadamia integrifolia,Proteaceae
Hypolycaena_erylus,Cinnamomum zeylanicum,Lauraceae
Hypolycaena_erylus,Paraserianthes falcataria,Fabaceae
Hypolycaena_erylus,Vangueria spinosa,Rubiaceae
Hypolycaena_erylus,Scyphiphora hydrophyllacea,Rubiaceae
Hypolycaena_erylus,Sandoricum indicum,Meliaceae
Hypolycaena_erylus,Dendrophthoe falcata,Loranthaceae
Hypolycaena_erylus,Ceiba pentandra,Bombacaceae
Hypolycaena_erylus,Sandoricum koetjape,Meliaceae
Hypolycaena_philippus,,Verbenaceae
Hypolycaena_philippus,Ximenia americana,Olacaceae
Hypolycaena_philippus,Allophylus cobbe,Sapindaceae
Hypolycaena_philippus,Deinbollia,Sapindaceae
Hypolycaena_philippus,Ximenia,Olacaceae
Hypolycaena_philippus,Vangueria,Rubiaceae
Hypolycaena_philippus,Loranthus,Loranthaceae
Hypolycaena_philippus,Allophylus,Sapindaceae
Hypolycaena_philippus,Erianthemum dregei,Loranthaceae
Hypolycaena_philippus,Punica,Lythraceae
Hypolycaena_philippus,Millingtonia hortensis,Bignoniaceae
Hypolycaena_philippus,Clerodendrum,Verbenaceae
Hypolycaena_philippus,Calodendrum capense,Rutaceae
Hypolycaena_philippus,Ixora,Rubiaceae
Hypolycaena_philippus,Coccinia,Cucurbitaceae
Hypolycaena_philippus,Clerodendrum glabrum,Verbenaceae
Hypolycaena_philippus,Solanum melongena,Solanaceae
Hypolycaena_philippus,Millingtonia,Bignoniaceae
Hyponephele_lycaon,,Gramineae
Hyponephele_lycaon,Aira,Gramineae
Hyponephele_lycaon,Festuca,Gramineae
Hyponephele_lycaon,Poa annua,Gramineae
Hyponephele_lycaon,Poa,Gramineae
Hyposcada_virginiana,Columnea consanguinea,Gesneriaceae
Hyposcada_virginiana,Columnea grata,Gesneriaceae
Hyposcada_virginiana,Drymonia conchocalyx,Gesneriaceae
Hypothyris_daphnis,Solanum asperum,Solanaceae
Hypothyris_euclea,Solanum rugosum,Solanaceae
Hypothyris_euclea,Solanum umbellatum,Solanaceae
Hypothyris_euclea,Solanum bicolor,Solanaceae
Hypothyris_fluonia,Solanum lancaeifolium ?,Solanaceae
Hypothyris_semifulva,Solanum,Solanaceae
Idea_leuconoe,Parsonsia alboflavescens,Apocynaceae
Idea_leuconoe,Cynanchum formosanum,Asclepiadaceae
Idea_leuconoe,Tylophora ovata,Asclepiadaceae
Idea_leuconoe,Parsonsia spiralis,Apocynaceae
Idea_lynceus,Myriopteron extensum,Asclepiadaceae
Idea_lynceus,Aganosma cymosa,Apocynaceae
Idea_stolli,Aganosma cymosa,Apocynaceae
Idea_stolli,Gymnema,Asclepiadaceae
Ideopsis_gaura,Melodinus laevigatus,Apocynaceae
Ideopsis_similis,Marsdenia tinctoria,Asclepiadaceae
Ideopsis_similis,Vincetoxicum tanakae,Asclepiadaceae
Ideopsis_similis,Parsonsia,Apocynaceae
Ideopsis_similis,Gymnema,Asclepiadaceae
Ideopsis_similis,Cynanchum atratum,Asclepiadaceae
Ideopsis_similis,Tylophora ovata,Asclepiadaceae
Ideopsis_vulgaris,Gymnema,Asclepiadaceae
Inachis_io,Humulus,Cannabaceae
Inachis_io,Urtica angustifolia,Urticaceae
Inachis_io,Rubus,Rosaceae
Inachis_io,Urtica dioica,Urticaceae
Inachis_io,Laportea bulbifera,Urticaceae
Inachis_io,Ulmus davidiana,Ulmaceae
Inachis_io,Humulus lupulus,Cannabaceae
Inachis_io,Urtica cannabina,Urticaceae
Inachis_io,Urtica,Urticaceae
Inachis_io,Urtica urens,Urticaceae
Iolana_iolas,,Fabaceae
Iolana_iolas,Colutea buhsei,Fabaceae
Iolana_iolas,Colutea arborescens,Fabaceae
Iphiclides_podalirius,,Polyphagous
Iphiclides_podalirius,Prunus dulcis,Rosaceae
Iphiclides_podalirius,Prunus avium,Rosaceae
Iphiclides_podalirius,Prunus,Rosaceae
Iphiclides_podalirius,Malus pumila,Rosaceae
Iphiclides_podalirius,Prunus armeniaca,Rosaceae
Iphiclides_podalirius,Prunus vulgaris,Rosaceae
Iphiclides_podalirius,Prunus persica,Rosaceae
Iphiclides_podalirius,Prunus padus,Rosaceae
Iphiclides_podalirius,Prunus cerasus,Rosaceae
Iphiclides_podalirius,Sorbus aucuparia,Rosaceae
Iphiclides_podalirius,Crataegus,Rosaceae
Iphiclides_podalirius,Crataegus monogyna,Rosaceae
Iphiclides_podalirius,Pyrus,Rosaceae
Iphiclides_podalirius,Prunus spinosa,Rosaceae
Iphiclides_podalirius,Prunus domestica,Rosaceae
Issoria_hanningtoni,Viola abyssinica,Violaceae
Issoria_hanningtoni,Viola,Violaceae
Issoria_lathonia,,Violaceae
Issoria_lathonia,Rubus,Rosaceae
Issoria_lathonia,Anchusa azurea,Boraginaceae
Issoria_lathonia,Onobrychis,Fabaceae
Issoria_lathonia,Medicago sativa,Fabaceae
Issoria_lathonia,Borago officinalis,Boraginaceae
Issoria_lathonia,Anchusa,Boraginaceae
Issoria_lathonia,Viola tricolor,Violaceae
Issoria_lathonia,Viola,Violaceae
Issoria_lathonia,Viola arborescens,Violaceae
Issoria_lathonia,Viola canina,Violaceae
Issoria_lathonia,Anchusa undulata,Boraginaceae
Issoria_lathonia,Viola arvensis,Violaceae
Issoria_lathonia,Onobrychis viciifolia,Fabaceae
Issoria_lathonia,Viola willkommii,Violaceae
Issoria_smaragdifera,Viola abyssinica,Violaceae
Issoria_smaragdifera,Viola,Violaceae
Ithomia_agnosia,Physalis pubescens,Solanaceae
Ithomia_amarilla,Solanum,Solanaceae
Ithomia_celemia,Capsicum,Solanaceae
Ithomia_celemia,Cuatresia riparia,Solanaceae
Ithomia_diasia,Witheringia asterotricha,Solanaceae
Ithomia_diasia,Witheringia solanacea,Solanaceae
Ithomia_diasia,Lycianthes,Solanaceae
Ithomia_drymo,,Solanaceae
Ithomia_drymo,Cestrum nocturnum,Solanaceae
Ithomia_drymo,Cestrum parqui,Solanaceae
Ithomia_iphianassa,Witheringia morii,Solanaceae
Ithomia_iphianassa,Capsicum,Solanaceae
Ithomia_iphianassa,Cuatresia riparia,Solanaceae
Ithomia_iphianassa,Witheringia,Solanaceae
Ithomia_iphianassa,Acnistus arborescens,Solanaceae
Ithomia_patilla,Witheringia solanacea,Solanaceae
Ithomia_patilla,Lycianthes multiflora,Solanaceae
Ithomia_salapia,Physalis angulata,Solanaceae
Ithomia_xenos,,Solanaceae
Ithomia_xenos,Cuatresia riparia,Solanaceae
Ithomia_xenos,Acnistus arborescens,Solanaceae
Ixias_pyrene,Capparis cantoniensis,Capparaceae
Ixias_pyrene,Capparis sepiaria,Capparaceae
Ixias_pyrene,Capparis zeylanica,Capparaceae
Ixias_pyrene,Capparis,Capparaceae
Ixias_pyrene,Capparis sola,Capparaceae
Jalmenus_clementi,,Fabaceae
Jalmenus_daemeli,,Sapindaceae
Jalmenus_eichhorni,,Fabaceae
Jalmenus_evagoras,,Fabaceae
Jalmenus_evagoras,Acacia catechu,Fabaceae
Jalmenus_icilius,,Fabaceae
Jalmenus_ictinus,,Sapindaceae
Jalmenus_ictinus,Acacia mearnsii,Fabaceae
Jalmenus_ictinus,Acacia pendulum,Fabaceae
Jalmenus_inous,,Fabaceae
Jalmenus_lithochroa,,Fabaceae
Jalmenus_pseudictinus,,Sapindaceae
Jamides_alecto,,Zingiberaceae
Jamides_alecto,Elettaria cardamomum,Zingiberaceae
Jamides_alecto,Hedychium coronarium,Zingiberaceae
Jamides_alecto,Pueraria,Fabaceae
Jamides_alecto,Alpinia zerumbet,Zingiberaceae
Jamides_alecto,Hevea,Euphorbiaceae
Jamides_alecto,Alpinia,Zingiberaceae
Jamides_alecto,Zingiber odoriferum,Zingiberaceae
Jamides_alecto,Boesenbergia rotunda,Zingiberaceae
Jamides_alecto,Pueraria phaseoloides,Fabaceae
Jamides_alecto,Zingiber zerumbet,Zingiberaceae
Jamides_alecto,Curcuma aeruginosa,Zingiberaceae
Jamides_bochus,,Fabaceae
Jamides_bochus,Crotalaria pallida,Fabaceae
Jamides_bochus,Canavalia cathartica,Fabaceae
Jamides_bochus,Xylia xylocarpa,Fabaceae
Jamides_bochus,Pongamia pinnata,Fabaceae
Jamides_bochus,Flemingia macrophylla,Fabaceae
Jamides_bochus,Citrus sinensis,Rutaceae
Jamides_bochus,Vigna marina,Fabaceae
Jamides_bochus,Cajanus,Fabaceae
Jamides_bochus,Derris trifoliata,Fabaceae
Jamides_bochus,Butea monosperma,Fabaceae
Jamides_bochus,Caesalpinia,Fabaceae
Jamides_bochus,Canavalia rosea,Fabaceae
Jamides_bochus,Crotalaria sessiliflora,Fabaceae
Jamides_bochus,Derris elliptica,Fabaceae
Jamides_bochus,Derris,Fabaceae
Jamides_bochus,Pueraria montana,Fabaceae
Jamides_bochus,Macroptilium atropurpureum,Fabaceae
Jamides_bochus,Vigna unguiculata,Fabaceae
Jamides_bochus,Vigna mungo,Fabaceae
Jamides_bochus,Vigna,Fabaceae
Jamides_bochus,Tephrosia candida,Fabaceae
Japonica_lutea,,Fagaceae
Japonica_lutea,Quercus mongolica,Fagaceae
Japonica_lutea,Quercus acutissima,Fagaceae
Japonica_lutea,Quercus salicina,Fagaceae
Japonica_lutea,Quercus aliena,Fagaceae
Japonica_lutea,Quercus cerris,Fagaceae
Japonica_lutea,Quercus sessilifolia,Fagaceae
Japonica_lutea,Quercus acuta,Fagaceae
Japonica_lutea,Quercus phillyraeoides,Fagaceae
Japonica_lutea,Quercus longinux,Fagaceae
Japonica_lutea,Quercus serrata,Fagaceae
Japonica_lutea,Quercus variabilis,Fagaceae
Japonica_lutea,Quercus glauca,Fagaceae
Japonica_lutea,Quercus stenophylloides,Fagaceae
Japonica_lutea,Quercus myrsinifolia,Fagaceae
Japonica_saepestriata,,Fagaceae
Japonica_saepestriata,Quercus mongolica,Fagaceae
Japonica_saepestriata,Quercus acutissima,Fagaceae
Japonica_saepestriata,Quercus aliena,Fagaceae
Japonica_saepestriata,Quercus cerris,Fagaceae
Japonica_saepestriata,Quercus phillyraeoides,Fagaceae
Japonica_saepestriata,Quercus serrata,Fagaceae
Japonica_saepestriata,Quercus variabilis,Fagaceae
Junonia_almana,Barleria cristata,Acanthaceae
Junonia_almana,Phyla nodiflora,Verbenaceae
Junonia_almana,Gloxinia,Gesneriaceae
Junonia_almana,Mimulus gracilis,Scrophulariaceae
Junonia_almana,Pennisetum,Gramineae
Junonia_almana,Lindernia microcalyx,Scrophulariaceae
Junonia_almana,Hygrophila lancea,Acanthaceae
Junonia_almana,Plantago major,Plantaginaceae
Junonia_almana,Hygrophila costata,Acanthaceae
Junonia_almana,Dyschoriste repens,Acanthaceae
Junonia_almana,Lindernia ciliata,Scrophulariaceae
Junonia_almana,Pennisetum americanum,Gramineae
Junonia_almana,Osbeckia,Melastomataceae
Junonia_almana,Alternanthera philoxeroides,Amaranthaceae
Junonia_almana,Acanthus,Acanthaceae
Junonia_almana,Barleria,Acanthaceae
Junonia_almana,Hygrophila salicifolia,Acanthaceae
Junonia_almana,Stachytarpheta jamaicensis,Verbenaceae
Junonia_almana,Mimosa pudica,Fabaceae
Junonia_almana,Ruellia tuberosa,Acanthaceae
Junonia_almana,Hydrocera angustifolia,Balsaminaceae
Junonia_almana,Hemigraphis schomburgkii,Acanthaceae
Junonia_almana,Oryza sativa,Gramineae
Junonia_almana,Lindernia antipoda,Scrophulariaceae
Junonia_artaxia,Hygrophila,Acanthaceae
Junonia_atlites,Justicia,Acanthaceae
Junonia_atlites,Hygrophila auriculata,Acanthaceae
Junonia_atlites,Achyranthes,Amaranthaceae
Junonia_atlites,Alternanthera philoxeroides,Amaranthaceae
Junonia_atlites,Barleria,Acanthaceae
Junonia_atlites,Hygrophila salicifolia,Acanthaceae
Junonia_atlites,Strobilanthes,Acanthaceae
Junonia_atlites,Lindernia procumbens,Scrophulariaceae
Junonia_atlites,Hygrophila,Acanthaceae
Junonia_atlites,Oryza sativa,Gramineae
Junonia_atlites,Pseuderanthemum,Acanthaceae
Junonia_atlites,Hygrophila lancea,Acanthaceae
Junonia_atlites,Ruellia,Acanthaceae
Junonia_atlites,Blechum pyramidatum,Acanthaceae
Junonia_atlites,Hygrophila costata,Acanthaceae
Junonia_atlites,Nelsonia canescens,Acanthaceae
Junonia_atlites,Alternanthera sessilis,Amaranthaceae
Junonia_atlites,Phyla nodiflora,Verbenaceae
Junonia_coenia,Agalinis strictifolia,Scrophulariaceae
Junonia_coenia,Dyschoriste linearis,Acanthaceae
Junonia_coenia,Aucuba,Aucubaceae
Junonia_coenia,Agalinis pinetorum,Scrophulariaceae
Junonia_coenia,Antirrhinum majus,Scrophulariaceae
Junonia_coenia,Aureolaria grandiflora,Scrophulariaceae
Junonia_coenia,Agalinis purpurea,Scrophulariaceae
