butterfly,host_species,host_family
Charaxes_boueti,Bambusa,Gramineae
Charaxes_brutus,Khaya,Meliaceae
Charaxes_brutus,Securinega,Euphorbiaceae
Charaxes_brutus,Melia volkensii,Meliaceae
Charaxes_brutus,Ekebergia,Meliaceae
Charaxes_brutus,Turraea nilotica,Meliaceae
Charaxes_brutus,Entandrophragma,Meliaceae
Charaxes_brutus,Turraea,Meliaceae
Charaxes_brutus,Flueggea,Euphorbiaceae
Charaxes_brutus,Trichilia emetica,Meliaceae
Charaxes_brutus,Allophylus,Sapindaceae
Charaxes_brutus,Bersama,Melianthaceae
Charaxes_brutus,Blighia,Sapindaceae
Charaxes_brutus,Lepidotrichilia,Meliaceae
Charaxes_brutus,Melia azedarach,Meliaceae
Charaxes_brutus,Grewia,Tiliaceae
Charaxes_brutus,Turraea floribunda,Meliaceae
Charaxes_brutus,Blighia zambesiaca,Sapindaceae
Charaxes_brutus,Melia,Meliaceae
Charaxes_brutus,Ekebergia capensis,Meliaceae
Charaxes_brutus,Flueggea virosa,Euphorbiaceae
Charaxes_brutus,Trichilia,Meliaceae
Charaxes_cacuthis,Annona,Annonaceae
Charaxes_candiope,Croton dichogamus,Euphorbiaceae
Charaxes_candiope,Croton,Euphorbiaceae
Charaxes_candiope,Croton gratissimus,Euphorbiaceae
Charaxes_candiope,Croton sylvaticus,Euphorbiaceae
Charaxes_candiope,Croton megalocarpus,Euphorbiaceae
Charaxes_candiope,Croton macrostachyus,Euphorbiaceae
Charaxes_candiope,Pennisetum,Gramineae
Charaxes_castor,Entada abyssinica,Fabaceae
Charaxes_castor,Chaetachme microcarpa,Ulmaceae
Charaxes_castor,Bridelia,Euphorbiaceae
Charaxes_castor,Afzelia quanzensis,Fabaceae
Charaxes_castor,Cassia fistula,Fabaceae
Charaxes_castor,Afzelia africana,Fabaceae
Charaxes_castor,Bridelia micrantha,Euphorbiaceae
Charaxes_castor,Entada,Fabaceae
Charaxes_castor,Chaetachme,Ulmaceae
Charaxes_castor,Erythrina abyssinica,Fabaceae
Charaxes_castor,Erythrina excelsa,Fabaceae
Charaxes_castor,Elaeodendron,Celastraceae
Charaxes_castor,Bauhinia,Fabaceae
Charaxes_castor,Erythrina senegalensis,Fabaceae
Charaxes_castor,Afzelia,Fabaceae
Charaxes_castor,Gmelina,Verbenaceae
Charaxes_castor,Cassia,Fabaceae
Charaxes_castor,Chaetachme madagascariensis,Ulmaceae
Charaxes_castor,Erythrina,Fabaceae
Charaxes_castor,Brachystegia,Fabaceae
Charaxes_castor,Cassine,Celastraceae
Charaxes_cithaeron,Afzelia quanzensis,Fabaceae
Charaxes_cithaeron,Deinbollia,Sapindaceae
Charaxes_cithaeron,Afzelia,Fabaceae
Charaxes_cithaeron,Chaetacanthus,Acanthaceae
Charaxes_cithaeron,Acacia sassa,Fabaceae
Charaxes_cithaeron,Celtis soyauxii,Ulmaceae
Charaxes_cithaeron,Baphia,Fabaceae
Charaxes_cithaeron,Chaetachme microcarpa,Ulmaceae
Charaxes_cithaeron,Dalbergia,Fabaceae
Charaxes_cithaeron,Chaetachme aristata,Ulmaceae
Charaxes_cithaeron,Craibia,Fabaceae
Charaxes_cithaeron,Celtis,Ulmaceae
Charaxes_cithaeron,Crabbea brownii ?,Acanthaceae
Charaxes_cithaeron,Baphia racemosa,Fabaceae
Charaxes_cithaeron,Albizia,Fabaceae
Charaxes_cithaeron,Chaetachme,Ulmaceae
Charaxes_cithaeron,Crabbea,Acanthaceae
Charaxes_cithaeron,Albizia adianthifolia,Fabaceae
Charaxes_cithaeron,Cola laurifolia,Sterculiaceae
Charaxes_cithaeron,Crabbea brownii,Acanthaceae
Charaxes_cithaeron,Acacia,Fabaceae
Charaxes_cithaeron,Cola,Sterculiaceae
Charaxes_congdoni,Albizia,Fabaceae
Charaxes_cynthia,Klainedoxa,Irvingiaceae
Charaxes_cynthia,Albizia zygia,Fabaceae
Charaxes_cynthia,Albizia,Fabaceae
Charaxes_cynthia,Garcinia,Guttiferae
Charaxes_cynthia,Blighia,Sapindaceae
Charaxes_cynthia,Celtis,Ulmaceae
Charaxes_cynthia,Griffonia simplicifolia,Fabaceae
Charaxes_cynthia,Griffonia,Fabaceae
Charaxes_dilutus,Albizia gummifera,Fabaceae
Charaxes_dilutus,Albizia,Fabaceae
Charaxes_druceanus,Eugenia cordata,Myrtaceae
Charaxes_druceanus,Eugenia cymosa,Myrtaceae
Charaxes_druceanus,Schefflera,Araliaceae
Charaxes_druceanus,Syzygium,Myrtaceae
Charaxes_druceanus,Bersama,Melianthaceae
Charaxes_druceanus,Bersama abyssinica,Melianthaceae
Charaxes_druceanus,Eugenia mandevillensis,Myrtaceae
Charaxes_druceanus,Eugenia,Myrtaceae
Charaxes_druceanus,Protea nitida,Proteaceae
Charaxes_druceanus,Protea,Proteaceae
Charaxes_druceanus,Syzygium owariense,Myrtaceae
Charaxes_druceanus,Schefflera goetzenii,Araliaceae
Charaxes_etesipe,Entada abyssinica,Fabaceae
Charaxes_etesipe,Ceiba,Bombacaceae
Charaxes_etesipe,Afzelia africana,Fabaceae
Charaxes_etesipe,Phyllanthus sepialis,Euphorbiaceae
Charaxes_etesipe,Croton,Euphorbiaceae
Charaxes_etesipe,Erythroxylum,Erythroxylaceae
Charaxes_etesipe,Entada rheedii,Fabaceae
Charaxes_etesipe,Afzelia,Fabaceae
Charaxes_etesipe,Phyllanthus guineensis,Euphorbiaceae
Charaxes_etesipe,Bombax,Bombacaceae
Charaxes_etesipe,Afzelia quanzensis,Fabaceae
Charaxes_etesipe,Croton megalocarpus,Euphorbiaceae
Charaxes_etesipe,Entada gigas,Fabaceae
Charaxes_etesipe,Ceiba pentandra,Bombacaceae
Charaxes_etesipe,Cassia,Fabaceae
Charaxes_etesipe,Phyllanthus,Euphorbiaceae
Charaxes_etesipe,Dalbergia microphylla,Fabaceae
Charaxes_etesipe,Dalbergia,Fabaceae
Charaxes_etesipe,Entada,Fabaceae
Charaxes_ethalion,Albizia adianthifolia,Fabaceae
Charaxes_ethalion,Newtonia,Fabaceae
Charaxes_ethalion,Dichrostachys cinerea,Fabaceae
Charaxes_ethalion,Dichrostachys,Fabaceae
Charaxes_ethalion,Albizia coriaria,Fabaceae
Charaxes_ethalion,Albizia,Fabaceae
Charaxes_ethalion,Peltophorum africanum,Fabaceae
Charaxes_ethalion,Piptadenia,Fabaceae
Charaxes_ethalion,Mimosa pigra,Fabaceae
Charaxes_ethalion,Peltophorum,Fabaceae
Charaxes_ethalion,Mimosa,Fabaceae
Charaxes_ethalion,Acacia sassa,Fabaceae
Charaxes_ethalion,Albizia gummifera,Fabaceae
Charaxes_ethalion,Acacia ataxacantha,Fabaceae
Charaxes_ethalion,Parkia,Fabaceae
Charaxes_ethalion,Albizia altissima,Fabaceae
Charaxes_ethalion,Newtonia buchananii,Fabaceae
Charaxes_ethalion,Amblygonocarpus,Fabaceae
Charaxes_ethalion,Maytenus,Celastraceae
Charaxes_ethalion,Acacia,Fabaceae
Charaxes_ethalion,Parkia filicoidea,Fabaceae
Charaxes_etheocles,Scutia myrtina,Rhamnaceae
Charaxes_etheocles,Albizia,Fabaceae
Charaxes_etheocles,Afzelia,Fabaceae
Charaxes_etheocles,Celtis,Ulmaceae
Charaxes_etheocles,Griffonia simplicifolia,Fabaceae
Charaxes_etheocles,Griffonia,Fabaceae
Charaxes_etheocles,Dalbergia,Fabaceae
Charaxes_etheocles,Entada,Fabaceae
Charaxes_etheocles,Celtis durandii,Ulmaceae
Charaxes_etheocles,Scutia,Rhamnaceae
Charaxes_eudoxus,Garcinia,Guttiferae
Charaxes_eudoxus,Schefflera,Araliaceae
Charaxes_eudoxus,Syzygium,Myrtaceae
Charaxes_eudoxus,Syzygium cordatum,Myrtaceae
Charaxes_eupale,Albizia zygia,Fabaceae
Charaxes_eupale,Pericopsis elata,Fabaceae
Charaxes_eupale,Scutia myrtina,Rhamnaceae
Charaxes_eupale,Albizia,Fabaceae
Charaxes_eupale,Albizia adianthifolia,Fabaceae
Charaxes_eupale,Albizia gummifera,Fabaceae
Charaxes_eupale,Scutia,Rhamnaceae
Charaxes_fulvescens,Allophylus macrobotrys,Sapindaceae
Charaxes_fulvescens,Allophylus,Sapindaceae
Charaxes_fulvescens,Schmidelia africana,Sapindaceae
Charaxes_galawadiwosi,Albizia,Fabaceae
Charaxes_guderiana,Brachystegia taxifolia,Fabaceae
Charaxes_guderiana,Dalbergia melanoxylon,Fabaceae
Charaxes_guderiana,Brachystegia spiciformis,Fabaceae
Charaxes_guderiana,Brachystegia boehmii,Fabaceae
Charaxes_guderiana,Amblygonocarpus andongensis,Fabaceae
Charaxes_guderiana,Brachystegia appendiculata,Fabaceae
Charaxes_guderiana,Brachystegia edulis,Fabaceae
Charaxes_guderiana,Amblygonocarpus,Fabaceae
Charaxes_guderiana,Julbernardia globiflora,Fabaceae
Charaxes_guderiana,Dalbergia,Fabaceae
Charaxes_guderiana,Julbernardia,Fabaceae
Charaxes_guderiana,Brachystegia,Fabaceae
Charaxes_hadrianus,Ochna,Ochnaceae
Charaxes_hadrianus,Ouratea,Ochnaceae
Charaxes_howarthi,Brachystegia,Fabaceae
Charaxes_howarthi,Albizia,Fabaceae
Charaxes_jahlusa,Dalbergia melanoxylon,Fabaceae
Charaxes_jahlusa,Pappea capensis,Sapindaceae
Charaxes_jahlusa,Pappea,Sapindaceae
Charaxes_jahlusa,Grewia,Tiliaceae
Charaxes_jahlusa,Haplocoelum,Sapindaceae
Charaxes_jahlusa,Dalbergia,Fabaceae
Charaxes_jahlusa,Acacia,Fabaceae
Charaxes_jasius,Hibiscus,Malvaceae
Charaxes_jasius,Arbutus,Ericaceae
Charaxes_jasius,Afzelia quanzensis,Fabaceae
Charaxes_jasius,Maytenus,Celastraceae
Charaxes_jasius,Berlinia,Fabaceae
Charaxes_jasius,Schotia,Fabaceae
Charaxes_jasius,Croton,Euphorbiaceae
Charaxes_jasius,Copaifera,Fabaceae
Charaxes_jasius,Afzelia,Fabaceae
Charaxes_jasius,Isoberlinia,Fabaceae
Charaxes_jasius,Bauhinia,Fabaceae
Charaxes_jasius,Arbutus unedo,Ericaceae
Charaxes_jasius,Burkea,Fabaceae
Charaxes_jasius,Pseudocedrela,Meliaceae
Charaxes_jasius,Elaeodendron,Celastraceae
Charaxes_jasius,Sorghum,Gramineae
Charaxes_jasius,Brachystegia,Fabaceae
Charaxes_jasius,Protea,Proteaceae
Charaxes_kirki,Tamarindus,Fabaceae
Charaxes_kirki,Albizia,Fabaceae
Charaxes_kirki,Entada,Fabaceae
Charaxes_lactetinctus,Maesopsis,Rhamnaceae
Charaxes_lactetinctus,Syzygium,Myrtaceae
Charaxes_lactetinctus,Syzygium cordatum,Myrtaceae
Charaxes_lasti,Afzelia quanzensis,Fabaceae
Charaxes_lasti,Macrolobium,Fabaceae
Charaxes_lasti,Afzelia,Fabaceae
Charaxes_lasti,Julbernardia magnistipulata,Fabaceae
Charaxes_lasti,Paramacrolobium,Fabaceae
Charaxes_lasti,Julbernardia,Fabaceae
Charaxes_lasti,Paramacrolobium coeruleum,Fabaceae
Charaxes_latona,Pterocarpus,Fabaceae
Charaxes_latona,Pterocarpus indicus,Fabaceae
Charaxes_latona,Litsea timoriana,Lauraceae
Charaxes_latona,Dysoxylum arborescens,Meliaceae
Charaxes_latona,Aglaia,Meliaceae
Charaxes_latona,Dalbergia densa,Fabaceae
Charaxes_legeri,Annona,Annonaceae
Charaxes_legeri,Sorghum,Gramineae
Charaxes_lucretius,Annona,Annonaceae
Charaxes_lucretius,Hugonia platysepala,Linaceae
Charaxes_lucretius,Hugonia,Linaceae
Charaxes_lucretius,Annona senegalensis,Annonaceae
Charaxes_lycurgus,,Fabaceae
Charaxes_lycurgus,Albizia zygia,Fabaceae
Charaxes_lycurgus,Lonchocarpus cyanescens,Fabaceae
Charaxes_lycurgus,Lonchocarpus,Fabaceae
Charaxes_lycurgus,Millettia,Fabaceae
Charaxes_lycurgus,Dichapetalum,Dichapetalaceae
Charaxes_lycurgus,Albizia,Fabaceae
Charaxes_lycurgus,Trachyphrynium,Marantaceae
Charaxes_lycurgus,Pterocarpus,Fabaceae
Charaxes_lycurgus,Paullinia,Sapindaceae
Charaxes_lycurgus,Dalbergia,Fabaceae
Charaxes_lycurgus,Paullinia pinnata,Sapindaceae
Charaxes_mafuga,Albizia gummifera,Fabaceae
Charaxes_mafuga,Albizia,Fabaceae
Charaxes_marieps,Ochna arborea,Ochnaceae
Charaxes_marieps,Ochna serrulata,Ochnaceae
Charaxes_marieps,Ochna,Ochnaceae
Charaxes_marmax,Croton tiglium,Euphorbiaceae
Charaxes_montis,Albizia,Fabaceae
Charaxes_nandina,Hippocratea,Celastraceae
Charaxes_nandina,Drypetes,Euphorbiaceae
Charaxes_nandina,Crabbea,Acanthaceae
Charaxes_nandina,Crabbea brevicaudata,Acanthaceae
Charaxes_nandina,Crabbea brownii ?,Acanthaceae
Charaxes_nandina,Drypetes gerrardii,Euphorbiaceae
Charaxes_nichetes,Uapaca nitida,Euphorbiaceae
Charaxes_nichetes,Uapaca,Euphorbiaceae
Charaxes_nichetes,Uapaca kirkiana,Euphorbiaceae
Charaxes_numenes,Erythrina excelsa,Fabaceae
Charaxes_numenes,Deinbollia,Sapindaceae
Charaxes_numenes,Hugonia,Linaceae
Charaxes_numenes,Citrus,Rutaceae
Charaxes_numenes,Hugonia platysepala,Linaceae
Charaxes_numenes,Erythrina,Fabaceae
Charaxes_numenes,Erythrina abyssinica,Fabaceae
Charaxes_numenes,Allophylus,Sapindaceae
Charaxes_numenes,Blighia,Sapindaceae
Charaxes_numenes,Grewia,Tiliaceae
Charaxes_numenes,Deinbollia fulvotomentella,Sapindaceae
Charaxes_numenes,Blighia unijugata,Sapindaceae
Charaxes_numenes,Allophylus macrobotrys,Sapindaceae
Charaxes_numenes,Grewia forbesii,Tiliaceae
Charaxes_numenes,Grewia mollis,Tiliaceae
Charaxes_opinatus,Caesalpinia,Fabaceae
Charaxes_paphianus,Acacia,Fabaceae
Charaxes_penricei,Securidaca,Polygalaceae
Charaxes_penricei,Securidaca longipedunculata,Polygalaceae
Charaxes_penricei,Entada,Fabaceae
Charaxes_plantroui,Albizia zygia,Fabaceae
Charaxes_plantroui,Afzelia africana,Fabaceae
Charaxes_plantroui,Albizia,Fabaceae
Charaxes_plantroui,Afzelia,Fabaceae
Charaxes_plantroui,Dalbergia saxatilis,Fabaceae
Charaxes_plantroui,Albizia adianthifolia,Fabaceae
Charaxes_plantroui,Andira,Fabaceae
Charaxes_plantroui,Andira inermis,Fabaceae
Charaxes_plantroui,Griffonia simplicifolia,Fabaceae
Charaxes_plantroui,Berlinia,Fabaceae
Charaxes_plantroui,Griffonia,Fabaceae
Charaxes_plantroui,Dalbergia,Fabaceae
Charaxes_pleione,Acacia pennata,Fabaceae
Charaxes_pleione,Acacia,Fabaceae
Charaxes_pollux,Deinbollia borbonica,Sapindaceae
Charaxes_pollux,Securinega,Euphorbiaceae
Charaxes_pollux,Deinbollia,Sapindaceae
Charaxes_pollux,Sorindeia,Anacardiaceae
Charaxes_pollux,Flueggea,Euphorbiaceae
Charaxes_pollux,Bersama,Melianthaceae
Charaxes_pollux,Bersama abyssinica,Melianthaceae
Charaxes_pollux,Deinbollia kilimandscharica,Sapindaceae
Charaxes_pollux,Flueggea virosa,Euphorbiaceae
Charaxes_protoclea,Bussea,Fabaceae
Charaxes_protoclea,Afzelia quanzensis,Fabaceae
Charaxes_protoclea,Afzelia africana,Fabaceae
Charaxes_protoclea,Brachystegia spiciformis,Fabaceae
Charaxes_protoclea,Eugenia cymosa,Myrtaceae
Charaxes_protoclea,Afzelia,Fabaceae
Charaxes_protoclea,Oxytenanthera,Gramineae
Charaxes_protoclea,Oxytenanthera abyssinica,Gramineae
Charaxes_protoclea,Syzygium,Myrtaceae
Charaxes_protoclea,Berlinia,Fabaceae
Charaxes_protoclea,Cassia,Fabaceae
Charaxes_protoclea,Julbernardia,Fabaceae
Charaxes_protoclea,Bussea occidentalis,Fabaceae
Charaxes_protoclea,Brachystegia,Fabaceae
Charaxes_pythodoris,Crabbea laurentii,Acanthaceae
Charaxes_pythodoris,Crabbea brownii,Acanthaceae
Charaxes_pythodoris,Crabbea,Acanthaceae
Charaxes_pythodoris,Crabbea brevicaudata,Acanthaceae
Charaxes_smaragdalis,Grewia,Tiliaceae
Charaxes_solon,Dalbergia cochinchinensis,Fabaceae
Charaxes_solon,Dalbergia sissoo,Fabaceae
Charaxes_solon,Moullava spicata,Fabaceae
Charaxes_solon,Acacia mangium,Fabaceae
Charaxes_solon,Xylia xylocarpa,Fabaceae
Charaxes_solon,Tamarindus indica,Fabaceae
Charaxes_solon,Acacia auriculiformis,Fabaceae
Charaxes_solon,Pithecellobium dulce,Fabaceae
Charaxes_subornatus,Albizia gummifera,Fabaceae
Charaxes_subornatus,Albizia brownei,Fabaceae
Charaxes_subornatus,Albizia,Fabaceae
Charaxes_tiridates,Hibiscus,Malvaceae
Charaxes_tiridates,Afzelia,Fabaceae
Charaxes_tiridates,Flacourtia,Flacourtiaceae
Charaxes_tiridates,Grewia,Tiliaceae
Charaxes_tiridates,Blighia unijugata,Sapindaceae
Charaxes_tiridates,Celtis durandii,Ulmaceae
Charaxes_tiridates,Afzelia africana,Fabaceae
Charaxes_tiridates,Blighia,Sapindaceae
Charaxes_tiridates,Baphia,Fabaceae
Charaxes_tiridates,Bombax buonopozense,Bombacaceae
Charaxes_tiridates,Dalbergia,Fabaceae
Charaxes_tiridates,Flacourtia indica,Flacourtiaceae
Charaxes_tiridates,Berlinia auriculata,Fabaceae
Charaxes_tiridates,Celtis africana,Ulmaceae
Charaxes_tiridates,Chaetachme aristata,Ulmaceae
Charaxes_tiridates,Grewia triocharpa,Tiliaceae
Charaxes_tiridates,Celtis,Ulmaceae
Charaxes_tiridates,Grewia mollis,Tiliaceae
Charaxes_tiridates,Albizia,Fabaceae
Charaxes_tiridates,Chaetachme,Ulmaceae
Charaxes_tiridates,Berlinia,Fabaceae
Charaxes_tiridates,Cassia,Fabaceae
Charaxes_tiridates,Bombax,Bombacaceae
Charaxes_varanes,Allophylus macrobotrys,Sapindaceae
Charaxes_varanes,Allophylus spicatus,Sapindaceae
Charaxes_varanes,Allophylus glaucescens,Sapindaceae
Charaxes_varanes,Schmidelia africana,Sapindaceae
Charaxes_varanes,Allophylus subcoriaceus,Sapindaceae
Charaxes_varanes,Allophylus,Sapindaceae
Charaxes_varanes,Allophylus melanocarpa,Sapindaceae
Charaxes_varanes,Allophylus melanocarpus,Sapindaceae
Charaxes_varanes,Schmidelia,Sapindaceae
Charaxes_varanes,Rhus laevigata,Anacardiaceae
Charaxes_varanes,Rhus,Anacardiaceae
Charaxes_varanes,Allophylus macrostachys,Sapindaceae
Charaxes_varanes,Cardiospermum,Sapindaceae
Charaxes_varanes,Allophylus natalensis,Sapindaceae
Charaxes_virilis,Albizia,Fabaceae
Charaxes_virilis,Adenanthera pavonina,Fabaceae
Charaxes_virilis,Tetrapleura,Fabaceae
Charaxes_virilis,Adenanthera,Fabaceae
Charaxes_virilis,Griffonia simplicifolia,Fabaceae
Charaxes_virilis,Griffonia,Fabaceae
Charaxes_virilis,Dalbergia,Fabaceae
Charaxes_virilis,Entada,Fabaceae
Charaxes_xiphares,Cryptocarya woodii,Lauraceae
Charaxes_xiphares,Scutia myrtina,Rhamnaceae
Charaxes_xiphares,Chaetachme aristata,Ulmaceae
Charaxes_xiphares,Drypetes,Euphorbiaceae
Charaxes_xiphares,Chaetachme,Ulmaceae
Charaxes_xiphares,Cryptocarya acuminata,Lauraceae
Charaxes_xiphares,Cryptocarya,Lauraceae
Charaxes_xiphares,Crabbea,Acanthaceae
Charaxes_xiphares,Crabbea brevicaudata,Acanthaceae
Charaxes_xiphares,Rhamnus,Rhamnaceae
Charaxes_xiphares,Drypetes gerrardii,Euphorbiaceae
Charaxes_xiphares,Scutia,Rhamnaceae
Charaxes_zingha,Hugonia platysepala,Linaceae
Charaxes_zingha,Hugonia castaneifolia,Linaceae
Charaxes_zingha,Hugonia,Linaceae
Charaxes_zoolina,Acacia pennata,Fabaceae
Charaxes_zoolina,Acacia kraussiana,Fabaceae
Charaxes_zoolina,Acacia karroo,Fabaceae
Charaxes_zoolina,Adenopodia natalensis,Fabaceae
Charaxes_zoolina,Acacia,Fabaceae
Charaxes_zoolina,Entada,Fabaceae
Chazara_briseis,Brachypodium,Gramineae
Chazara_briseis,Poa,Gramineae
Chazara_briseis,Stipa parviflora,Gramineae
Chazara_briseis,Lolium,Gramineae
Chazara_briseis,Sesleria caerulea,Gramineae
Chersonesia_rahria,Ficus,Moraceae
Chersonesia_rahria,Ficus racemosa,Moraceae
Chilades_lajus,,Rutaceae
Chilades_lajus,Citrus aurantium,Rutaceae
Chilades_lajus,Severinia buxifolia,Rutaceae
Chilades_lajus,Citrus,Rutaceae
Chilades_lajus,Atalantia buxifolia,Rutaceae
Chilades_lajus,Aphididae (Z),Insecta
Chilades_lajus,Limonia elephantum,Rutaceae
Chilades_lajus,Tilia,Tiliaceae
Chilades_lajus,Citrus aurantifolia,Rutaceae
Chilades_lajus,Citrus hystrix,Rutaceae
Chilades_lajus,Citrus sinensis ?,Rutaceae
Chilades_lajus,Mangifera indica,Anacardiaceae
Chilades_lajus,Citrus maxima,Rutaceae
Chilades_lajus,Citrus limon,Rutaceae
Chilades_pandava,,Fabaceae
Chilades_pandava,Cycas revoluta,Cycadaceae
Chilades_pandava,Bauhinia vahlii,Fabaceae
Chilades_pandava,Cycas thouarsii,Cycadaceae
Chilades_pandava,Bauhinia divaricata,Fabaceae
Chilades_pandava,Butea monosperma,Fabaceae
Chilades_pandava,Xylia xylocarpa,Fabaceae
Chilades_pandava,Cycas taiwaniana,Cycadaceae
Chilades_pandava,Citrus maxima,Rutaceae
Chilades_pandava,Cycas rumphii,Cycadaceae
Chilades_pandava,Bauhinia variegata,Fabaceae
Chilades_pandava,Desmodium dalbergioides,Fabaceae
Chilades_pandava,Cycas pectinata,Cycadaceae
Chilades_pandava,Acacia,Fabaceae
Chilades_pandava,Cycas circinalis,Cycadaceae
Chilades_pandava,Cycas,Cycadaceae
Chilades_trochylus,,Fabaceae
Chitoria_chrysolora,Celtis formosana,Ulmaceae
Chitoria_chrysolora,Celtis sinensis,Ulmaceae
Chitoria_ulupi,Celtis,Ulmaceae
Chitoria_ulupi,Celtis sinensis,Ulmaceae
Chlosyne_californica,Helianthus annuus,Compositae
Chlosyne_californica,Viguiera deltoidea,Compositae
Chlosyne_californica,Viguiera parishii,Compositae
Chlosyne_gaudealis,Justicia,Acanthaceae
Chlosyne_janais,Odontonema callistachyum,Acanthaceae
Chlosyne_janais,Pilea,Urticaceae
Chlosyne_janais,Anisacanthus quadrifidus,Acanthaceae
Chlosyne_lacinia,Ambrosia artemisiifolia,Compositae
Chlosyne_lacinia,Ambrosia trifida,Compositae
Chlosyne_lacinia,Helianthus ciliaris,Compositae
Chlosyne_lacinia,Amaranthus hybridus,Amaranthaceae
Chlosyne_lacinia,Helianthus,Compositae
Chlosyne_lacinia,Calyptocarpus vialis,Compositae
Chlosyne_lacinia,Clibadium,Compositae
Chlosyne_lacinia,Helianthus annuus,Compositae
Chlosyne_lacinia,Baltimora,Compositae
Chlosyne_lacinia,Helianthus argophyllus,Compositae
Chlosyne_lacinia,Gaillardia pulchella,Compositae
Chlosyne_lacinia,Grindelia microcephala,Compositae
Chlosyne_lacinia,Eupatorium,Compositae
Chlosyne_narva,Amaranthus,Amaranthaceae
Chrysozephyrus_ataxus,,Fagaceae
Chrysozephyrus_ataxus,Quercus,Fagaceae
Chrysozephyrus_ataxus,Quercus mongolica,Fagaceae
Chrysozephyrus_ataxus,Quercus acutissima,Fagaceae
Chrysozephyrus_ataxus,Quercus salicina,Fagaceae
Chrysozephyrus_ataxus,Fagus crenata,Fagaceae
Chrysozephyrus_ataxus,Quercus aliena,Fagaceae
Chrysozephyrus_ataxus,Quercus sessilifolia,Fagaceae
Chrysozephyrus_ataxus,Quercus acuta,Fagaceae
Chrysozephyrus_ataxus,Quercus phillyraeoides,Fagaceae
Chrysozephyrus_ataxus,Fagus japonica,Fagaceae
Chrysozephyrus_ataxus,Lithocarpus edulis,Fagaceae
Chrysozephyrus_ataxus,Quercus serrata,Fagaceae
Chrysozephyrus_ataxus,Quercus variabilis,Fagaceae
Chrysozephyrus_ataxus,Quercus glauca,Fagaceae
Chrysozephyrus_ataxus,Quercus gilva,Fagaceae
Chrysozephyrus_ataxus,Quercus myrsinifolia,Fagaceae
Chrysozephyrus_smaragdinus,Fagus crenata,Fagaceae
Chrysozephyrus_smaragdinus,Quercus cerris,Fagaceae
Chrysozephyrus_smaragdinus,Quercus acutissima,Fagaceae
Chrysozephyrus_smaragdinus,Quercus mongolica,Fagaceae
Chrysozephyrus_smaragdinus,Quercus glauca,Fagaceae
Cirrochroa_emalea,Roystonea regia,Palmae
Cirrochroa_tyche,,Flacourtiaceae
Cirrochroa_tyche,Hydnocarpus,Flacourtiaceae
Cissia_confusa,Panicum,Gramineae
Cissia_confusa,Euterpe,Palmae
Cissia_confusa,Calathea,Marantaceae
Cissia_confusa,Welfia regia,Palmae
Cissia_confusa,Geonoma,Palmae
Cissia_penelope,,Gramineae
Clossiana_alberta,Dryas octopetala,Rosaceae
Clossiana_alberta,Dryas,Rosaceae
Clossiana_astarte,Saxifraga nelsoniana,Saxifragaceae
Clossiana_astarte,Saxifraga bronchialis,Saxifragaceae
Clossiana_astarte,Saxifraga,Saxifragaceae
Clossiana_dia,Viola odorata,Violaceae
Clossiana_dia,Rubus,Rosaceae
Clossiana_dia,Viola hirta,Violaceae
Clossiana_dia,Viola reichenbachiana,Violaceae
Clossiana_dia,Viola,Violaceae
Clossiana_dia,Prunella vulgaris,Labiatae
Clossiana_dia,Viola canina,Violaceae
Clossiana_freija,Empetrum nigrum,Empetraceae
Clossiana_freija,Rhododendron aurea,Ericaceae
Clossiana_freija,Arctostaphylos uva-ursi,Ericaceae
Clossiana_freija,Empetrum,Empetraceae
Clossiana_freija,Rubus chamaemorus,Rosaceae
Clossiana_freija,Dryas integrifolia,Rosaceae
Clossiana_freija,Sieversia,Rosaceae
Clossiana_freija,Vaccinium uliginosum,Ericaceae
Clossiana_freija,Vaccinium,Ericaceae
Clossiana_freija,Vaccinium cespitosum,Ericaceae
Clossiana_frigga,Rubus chamaemorus,Rosaceae
Clossiana_frigga,Dryas integrifolia,Rosaceae
Clossiana_frigga,Salix arctica,Salicaceae
Clossiana_frigga,Salix,Salicaceae
Clossiana_frigga,Salix herbacea,Salicaceae
Clossiana_frigga,Betula,Betulaceae
Clossiana_improba,Polygonum viviparum,Polygonaceae
Clossiana_improba,Cladonia,Lichenes
Clossiana_improba,Salix herbacea,Salicaceae
Clossiana_improba,Salix reticulata,Salicaceae
Clossiana_iphigenia,Viola,Violaceae
Clossiana_kriemhild,Viola,Violaceae
Clossiana_selene,Achyrocline satureioides,Compositae
Clossiana_selene,Viola riviniana,Violaceae
Clossiana_selene,Viola glabella,Violaceae
Clossiana_selene,Fragaria,Rosaceae
Clossiana_selene,Viola selkirkii,Violaceae
Clossiana_selene,Achyrocline flaccida,Compositae
Clossiana_selene,Salix,Salicaceae
Clossiana_selene,Viola mandshurica,Violaceae
Clossiana_selene,Viola,Violaceae
Clossiana_selene,Vaccinium uliginosum,Ericaceae
Clossiana_selene,Viola canina,Violaceae
Clossiana_selene,Vaccinium,Ericaceae
Clossiana_selene,Viola sororia,Violaceae
Clossiana_selene,Pseudognaphalium luteoalbum,Compositae
Clossiana_selene,Viola palustris,Violaceae
Clossiana_thore,Viola biflora,Violaceae
Clossiana_thore,Viola grypoceras,Violaceae
